MetaData/stationIdentification,BiasCoefficientValue/constantPredictor
AXM5141 ,0.000000
AXM5143 ,0.000000
AXM5172 ,0.000000
AXM5173 ,0.000000
AXM5174 ,0.000000
AXM5175 ,0.000000
AXM5188 ,0.000000
AXM5189 ,0.000000
AXM5192 ,0.000000
AXM5193 ,0.000000
AXM5194 ,0.000000
AXM5195 ,0.000000
AXM5196 ,0.000000
AXM5197 ,0.000000
AXM5199 ,0.000000
AXM5223 ,0.000000
AXM5322 ,0.000000
AXM5323 ,0.000000
AXM5326 ,0.000000
AXM5327 ,0.000000
AXM5345 ,0.000000
AXM5346 ,0.000000
AXM542  ,0.000000
AXM5641 ,0.000000
AXM5644 ,0.000000
AXM5645 ,0.000000
AXM5740 ,0.000000
AXM5741 ,0.000000
AXM5742 ,0.000000
AXM5743 ,0.000000
AXM5744 ,0.000000
AXM5745 ,0.000000
AXM5746 ,0.000000
AXM5747 ,0.000000
AXM5748 ,0.000000
AXM5749 ,0.000000
AXM5751 ,0.000000
AXM582  ,0.000000
AXM583  ,0.000000
AXM596  ,0.000000
AXM9192 ,0.000000
AXM9820 ,0.000000
AXM9821 ,0.000000
AYJYR4JA,0.243329
AYZYR4RA,-0.235717
AZ0IR4BA,-0.725435
AZ9465  ,0.000000
AZA674  ,0.000000
AZA675  ,0.000000
AZA680  ,0.000000
AZA681  ,0.000000
AZA9460 ,0.000000
AZA9461 ,0.000000
AZA9462 ,0.000000
AZA9463 ,0.000000
AZA9464 ,0.000000
AZA9465 ,0.000000
AZA9466 ,0.000000
AZA9467 ,0.000000
AZA9468 ,0.000000
AZA9469 ,0.000000
AZA9483 ,0.000000
AZA9484 ,0.000000
AZA9487 ,0.000000
AZA9489 ,0.000000
AZBIR4RA,0.134590
AZU2943 ,0.000000
AZU4451 ,0.000000
AZU8750 ,0.000000
AZU8751 ,0.000000
AZU9710 ,0.000000
AZU9750 ,0.000000
AZU9751 ,0.000000
AZU9752 ,0.000000
AZU9753 ,0.000000
AZU9995 ,0.000000
AZU9996 ,0.000000
AZU9997 ,0.000000
AZU9998 ,0.000000
AZWDWDZA,1.034489
B0IYBYJA,-0.129466
B0XGUWJA,0.610157
B11HIRRA,0.884938
B13TTQJA,-0.132781
B1IWUWRA,0.345946
B2MIR4RA,-0.390701
B3LIR4BA,-0.150876
B4HXPBJA,2.067955
B4RSV4RA,0.069335
B4YYR4RA,0.096613
B5YBB5JA,0.161975
B5YMILRA,-0.198489
BAILYSZA,-0.156715
BAW244  ,0.000000
BAW245  ,0.000000
BAW246  ,0.000000
BAW247  ,0.000000
BAW248  ,0.000000
BAW249  ,0.000000
BAW24GR ,0.000000
BAW250  ,0.000000
BAW254  ,0.000000
BAW3576 ,0.000000
BAW3577 ,0.000000
BAW9110 ,0.000000
BAW9112 ,0.000000
BBLFGCZA,-0.224939
BBSWYPJA,-0.292220
BBYVALZA,0.780350
BCFEOHBA,-0.191079
BCNVJGRA,0.374318
BD5V21RA,0.009393
BDHRZBRA,0.131104
BE10JFJA,0.300124
BEUUNVBA,-0.382403
BEZI1QZA,-0.007050
BF1720  ,0.000000
BF1729  ,0.106053
BFIUNVRA,-0.285840
BFS1P3RA,-0.223791
BFTGUWZA,0.428163
BFY078P ,0.000000
BFY125R ,0.000000
BFY206R ,0.000000
BFY299R ,0.000000
BFY928R ,0.000000
BFZKFXJA,-0.088837
BG0CBMJA,-0.000857
BGXEISZA,-0.103937
BGXIENZA,-0.243921
BHAKJFRA,0.357454
BHDENVRA,0.244914
BHVEILJA,-0.512425
BIACPUZA,0.110089
BIFDEPJA,0.062417
BIVEIRBA,-0.510833
BJCUIRBA,-0.252730
BJLRBZBA,-0.125199
BJSUISZA,-0.380611
BJZIOZBA,0.215582
BKGEISZA,-0.266923
BLNHQVRA,-0.120447
BLSEIRBA,0.705127
BLSH1DZA,-0.239559
BLXYC1RA,-0.049177
BM1CO5RA,0.040226
BMNUNVBA,0.477149
BMOYH5RA,-0.159320
BMRUILZA,0.598257
BNKHL5ZA,0.479135
BNSBTSRA,0.087971
BNSEILJA,0.195132
BNUINGBA,0.011550
BNVXLIZA,-0.171550
BOCUILJA,0.063188
BODHLIZA,-0.028478
BOFGUWJA,1.084459
BOGUNVBA,-0.153792
BOOGUWJA,1.470502
BOV6790 ,0.000000
BOV776  ,0.000000
BOV777  ,0.000000
BOV779  ,0.000000
BOV9791 ,0.000000
BOZEILJA,0.220998
BPCWUWRA,1.749536
BPFKGBZA,0.414578
BPIGE1ZA,0.716526
BPZGUWRA,-0.016489
BQFKJFJA,0.563148
BQOKJFJA,0.335058
BQOVVRRA,0.392967
BQRBBZBA,0.073602
BR0UNVRA,0.589654
BR2UILZA,0.895813
BRRUNVRA,0.568902
BRS03   ,0.000000
BRS04   ,0.000000
BRS05   ,0.000000
BRS06   ,0.000000
BRS07   ,0.000000
BRU2024 ,0.000000
BSGUISZA,-0.169589
BSREILJA,-0.493794
BSTXQVBA,-0.339170
BT42WTJA,-0.241408
BTCCPNJA,0.183965
BTEUILJA,-0.619719
BTSX1DZA,-0.029738
BTX2B   ,0.000000
BUYGUWRA,0.428916
BV0TTQJA,-0.011313
BVAXLIJA,-0.461137
BVR40   ,0.000000
BVR50   ,0.000000
BVR60   ,0.000000
BVR900  ,0.000000
BVXHR4BA,0.324824
BWP0FXBA,-0.678529
BWWUOGBA,-0.328657
BXWMISJA,-0.163506
BY0XLIZA,1.098664
BY2WUWJA,2.755411
BY5UNVBA,0.209578
BYEEILZA,0.052063
BYHWUWJA,0.491441
BYNRSQJA,0.106253
BYSENVBA,0.040994
BYTYCMZA,-0.663391
BZ1VYWJA,0.666991
BZ1WUWRA,-0.142183
BZFINGBA,-0.303082
BZFSA2ZA,0.098141
BZLSFFJA,0.883415
C0AEISZA,-0.341780
C0HMW2ZA,-0.223742
C1FEISJA,-0.438400
C1GH1DZA,-0.401336
C1QYR5BA,-0.377080
C24UILJA,0.445333
C2SXQWJA,-0.276358
C2WQTRRA,0.000000
C3FEILBA,-0.667471
C3HYFXZA,-0.382587
C3LRO3RA,-0.521689
C3OGIJZA,-0.526605
C3VWUWRA,1.335747
C3WLSZBA,0.405889
C3ZSTSJA,0.033259
C41ENWZA,-0.001339
C42HLIJA,-0.580195
C4QUNWZA,-0.241107
C4YGUWRA,0.501069
C4YKJGZA,0.640877
C4ZL3RZA,0.289727
C51HLIRA,0.118282
C53GUWBA,1.296343
C5AAUVRA,0.000000
C5BJMQZA,0.585314
C5BMXYBA,0.904187
C5BUILRA,-0.058474
C5VUNWJA,-0.199897
C5YKGBJA,0.664392
CA0WUWBA,0.807606
CAG0GBJA,0.125017
CARWUWBA,0.965561
CBCGUWBA,1.788049
CBXHPBZA,0.922217
CCVHLIJA,0.202141
CCWKGBJA,0.000000
CDBLZ2BA,-0.434274
CDGXR2ZA,0.885645
CDSXLIRA,0.020101
CETL2PBA,-0.071112
CEYBV2JA,-0.048940
CFG7966 ,0.000000
CFG7967 ,0.000000
CFJFJGBA,0.469198
CFRHPBRA,0.817427
CG5UOFZA,1.150373
CGCEOHBA,0.066080
CGCQOHZA,-0.000354
CGRVJGBA,1.601219
CGWVGCZA,-0.197832
CHA1YLJA,0.336657
CHJVGCJA,-0.176773
CIIXPBJA,0.492590
CJOBB5RA,-0.018847
CJRYR4RA,0.507990
CKBF3JJA,0.655963
CKBIGFZA,0.231171
CKHSYBBA,1.404948
CKOIR4RA,0.533596
CLX7601 ,0.000000
CLX7602 ,0.000000
CLX7603 ,0.000000
CLX7604 ,0.000000
CLX7606 ,0.000000
CLX7607 ,0.000000
CLX7611 ,0.000000
CLX7612 ,0.000000
CLX7613 ,0.000000
CLX7614 ,0.000000
CLX7615 ,0.000000
CLX7616 ,0.000000
CLX7617 ,0.000000
CLX7627 ,0.000000
CLX7631 ,0.000000
CLX7636 ,0.000000
CLX7643 ,0.000000
CLX7645 ,0.000000
CLX7647 ,0.000000
CLX7651 ,0.000000
CLX7652 ,0.000000
CLX7653 ,0.000000
CLX7656 ,0.000000
CMBEISZA,0.763160
CN4RB0ZA,0.162194
CNCSVM  ,0.000000
CNCSVN  ,0.000000
CNCSXK  ,-0.038895
CNCSZL  ,0.000000
CNCSZT  ,0.000000
CNFKQP  ,-0.721541
CNFLQK  ,0.000000
CNFLQL  ,0.000000
CNFLQM  ,0.000000
CNFLVL  ,0.006830
CNFLVR  ,0.000000
CNFLVS  ,0.000000
CNFLVT  ,0.000000
CNFLZL  ,0.000000
CNFLZT  ,0.000000
CNFMRR  ,0.000000
CNFMRS  ,0.000000
CNFMRT  ,0.000000
CNFMSK  ,0.000000
CNFMUP  ,0.000000
CNFMUR  ,-0.050952
CNFNSM  ,0.000000
CNFNSN  ,0.000000
CNFNSP  ,0.000000
CNFNSQ  ,0.000000
CNFNSS  ,0.000000
CNFNST  ,0.000000
CNFNUL  ,0.000000
CNFNUM  ,0.000000
CNFNUN  ,0.000000
CNFNUP  ,0.000000
CNFNUQ  ,0.000000
CNFNUR  ,0.000000
CNFNUS  ,0.000000
CNFNUT  ,0.000000
CNFNXM  ,-0.042319
CNFNXN  ,-0.138485
CNFNXP  ,-0.119594
CNFNXQ  ,0.511161
CNFNYR  ,0.022982
CNFNYS  ,0.000000
CNFNYT  ,0.000000
CNFNZK  ,-0.108570
CNFNZL  ,0.000000
CNFNZM  ,-0.213439
CNFNZP  ,0.000000
CNFORQ  ,0.000000
CNFOSR  ,0.000000
CNFOSS  ,0.000000
CNFOST  ,0.000000
CNFOTT  ,0.000000
CNFOXP  ,0.000000
CNFOZK  ,0.766689
CNFOZL  ,0.737199
CNFOZM  ,1.261316
CNFOZN  ,-0.014614
CNFOZS  ,0.000000
CNFPQK  ,0.510027
CNFPQL  ,0.539019
CNFPQP  ,0.000000
CNFPQQ  ,0.000000
CNFPTK  ,-0.007004
CNFPTL  ,-0.138810
CNFPTM  ,0.000000
CNFPTN  ,0.000000
CNFPTP  ,0.000000
CNFPVL  ,0.000000
CNFPVN  ,0.000000
CNFPWS  ,0.000000
CNFPWT  ,0.000000
CNFPXM  ,0.000000
CNFPXN  ,0.000000
CNFPXP  ,0.000000
CNFPYL  ,-0.143111
CNFPYM  ,-0.074996
CNFPYN  ,-0.051531
CNFPZL  ,0.000000
CNFPZM  ,0.000000
CNFQUL  ,-0.193478
CNFQUM  ,-0.065971
CNFQUN  ,-0.109073
CNFQUP  ,0.000000
CNFQWQ  ,0.000000
CNFQWR  ,0.000000
CNFQWS  ,0.000000
CNFQXK  ,-0.202104
CNFQXL  ,0.000000
CNFQXM  ,0.000000
CNFQXN  ,0.065165
CNFQXP  ,0.079099
CNFQYS  ,0.000000
CNFQYT  ,0.000000
CNFQZK  ,0.000000
CNFQZL  ,0.000000
CNFQZN  ,0.000000
CNFQZP  ,0.000000
CNFQZQ  ,0.000000
CNFQZR  ,0.000000
CNFRSL  ,0.000000
CNFRWP  ,0.000000
CNFRWQ  ,-0.050981
CNFRWR  ,0.000000
CNGNQT  ,0.000000
CNGOWP  ,0.000000
CNGOWQ  ,0.000000
CNGOXQ  ,0.000000
CNGOXR  ,0.000000
CNGOXS  ,0.000000
CNGOYK  ,0.000000
CNGOYL  ,0.000000
CNGOYN  ,0.000000
CNJCA110,0.000000
CNJCA111,0.000000
CNJCA112,0.000000
CNJCA113,0.000000
CNJCA114,0.000000
CNJCA115,0.000000
CNJCA116,0.000000
CNJCA117,0.000000
CNJCA118,0.000000
CNJCA119,0.000000
CNJCA120,0.000000
CNJCA121,0.000000
CNJCA122,0.000000
CNJCA123,0.000000
CNJCA124,0.000000
CNLKKL  ,0.000000
CNLKKM  ,0.000000
CNLKKN  ,0.000000
CNLKKP  ,0.000000
CNLKKR  ,0.000000
CNLKLM  ,0.000000
CNLKLN  ,0.000000
CNLKLP  ,0.000000
CNLKLQ  ,0.000000
CNLKLR  ,0.000000
CNLKLS  ,0.000000
CNLKLT  ,0.000000
CNLKMN  ,0.000000
CNLKMP  ,0.000000
CNLKMR  ,0.000000
CNLKMS  ,0.000000
CNLKMT  ,0.000000
CNLKNL  ,0.000000
CNLKNN  ,0.000000
CNLKNP  ,0.000000
CNLKNQ  ,0.000000
CNLKOL  ,0.000000
CNLKON  ,0.000000
CNLKOT  ,0.000000
CNLKPL  ,0.000000
CNLKPM  ,0.000000
CNLKPN  ,0.000000
CNLKPP  ,0.000000
CNLKPQ  ,0.000000
CNLKPR  ,0.000000
CNLKQN  ,0.000000
CNLKQP  ,0.000000
CNLKQQ  ,0.000000
CNLKRN  ,0.000000
CNLKRQ  ,0.000000
CNLKSR  ,0.000000
CNLKSS  ,0.000000
CNLKST  ,0.000000
CNLKTK  ,0.000000
CNLKTL  ,0.000000
CNLKTM  ,0.000000
CNLLKL  ,0.000000
CNLLKN  ,0.000000
CNLLKQ  ,0.000000
CNLLKR  ,0.000000
CNLLKS  ,0.000000
CNLLLL  ,0.000000
CNLLLM  ,0.000000
CNLLLN  ,0.000000
CNLLMN  ,0.000000
CNLLMP  ,0.000000
CNLLMT  ,0.000000
CNLLNL  ,0.000000
CNLLOL  ,0.000000
CNLLOR  ,0.000000
CNLLOS  ,0.000000
CNLLPL  ,0.000000
CNLLPP  ,0.000000
CNLLPS  ,0.000000
CNLLQM  ,0.000000
CNLLQN  ,0.000000
CNLLRL  ,0.000000
CNLMKS  ,0.000000
CNLMKT  ,0.000000
CNLMLL  ,0.000000
CNLMLN  ,0.000000
CNLMLP  ,0.000000
CNLMMQ  ,0.000000
CNLMMR  ,0.000000
CNLMMT  ,0.000000
CNLMNP  ,0.000000
CNLMNQ  ,0.000000
CNLMNR  ,0.000000
CNLMNT  ,0.000000
CNLMOK  ,0.000000
CNLMOL  ,0.000000
CNLMOQ  ,0.000000
CNLMOR  ,0.000000
CNLMOT  ,0.000000
CNLMPN  ,0.000000
CNLMPP  ,0.000000
CNLMPQ  ,0.000000
CNLMPS  ,0.000000
CNLMQM  ,0.000000
CNLMQP  ,0.000000
CNLMQS  ,0.000000
CNLMQT  ,0.000000
CNLMRK  ,0.000000
CNLMRQ  ,0.000000
CNLMRR  ,0.000000
CNLMRS  ,0.000000
CNLMRT  ,0.000000
CNLMSK  ,0.000000
CNLMSL  ,0.000000
CNLMSN  ,0.000000
CNLMSP  ,0.000000
CNLMSQ  ,0.000000
CNLMSR  ,0.000000
CNLMTM  ,0.000000
CNLMTQ  ,0.000000
CNLMTS  ,0.000000
CNLMTT  ,0.000000
CNLNKL  ,0.000000
CNLNKM  ,0.000000
CNLNKN  ,0.000000
CNLNKP  ,0.000000
CNLNKQ  ,0.000000
CNLNKR  ,0.000000
CNLNKS  ,0.000000
CNLNKT  ,0.000000
CNLNLK  ,0.000000
CNLNLL  ,0.000000
CNLNLM  ,0.000000
CNLNLP  ,0.000000
CNLNLQ  ,0.000000
CNLNLR  ,0.000000
CNLNLS  ,0.000000
CNLNLT  ,0.000000
CNLNMK  ,0.000000
CNLNML  ,0.000000
CNLNMM  ,0.000000
CNLNMN  ,0.000000
CNLNMQ  ,0.000000
CNLNMR  ,0.000000
CNLNMS  ,0.000000
CNLNMT  ,0.000000
CNLNNK  ,0.000000
CNLNNL  ,0.000000
CNLNNM  ,0.000000
CNLNNP  ,0.000000
CNLNNQ  ,0.000000
CNLNOQ  ,0.000000
CNLNOR  ,0.000000
CNLNOS  ,0.000000
CNLNPK  ,0.000000
CNLNPL  ,0.000000
CNLNPM  ,0.000000
CNLNPN  ,0.000000
CNLNPP  ,0.000000
CNLNPS  ,0.000000
CNLNPT  ,0.000000
CNLNQK  ,0.000000
CNLNQM  ,0.000000
CNLNQN  ,0.000000
CNLNQP  ,0.000000
CNLNQQ  ,0.000000
CNLNQR  ,0.000000
CNLNQT  ,0.000000
CNLNRK  ,0.000000
CNLNRL  ,0.000000
CNLNRM  ,0.000000
CNLNRN  ,0.000000
CNLNRP  ,0.000000
CNLNRR  ,0.000000
CNLNSQ  ,0.000000
CNLOKL  ,0.000000
CNLOKM  ,0.000000
CNLOKR  ,0.000000
CNLOKS  ,0.000000
CNLOKT  ,0.000000
CNLOLK  ,0.000000
CNLOLL  ,0.000000
CNLOLM  ,0.000000
CNLOLN  ,0.000000
CNLOML  ,0.000000
CNLOMM  ,0.000000
CNLOMP  ,0.000000
CNLOMQ  ,0.000000
CNLOMR  ,0.000000
CNLOMS  ,0.000000
CNLOMT  ,0.000000
CNLONN  ,0.000000
CNLONP  ,0.000000
CNLONQ  ,0.000000
CNLONS  ,0.000000
CNLONT  ,0.000000
CNLOOK  ,0.000000
CNLOOL  ,0.000000
CNLOON  ,0.000000
CNLOOP  ,0.000000
CNLOOQ  ,0.000000
CNLOOR  ,0.000000
CNLOOS  ,0.000000
CNLOOT  ,0.000000
CNLOPL  ,0.000000
CNLOPM  ,0.000000
CNLOPN  ,0.000000
CNLOPP  ,0.000000
CNLOPQ  ,0.000000
CNLOPR  ,0.000000
CNLOPT  ,0.000000
CNLOQK  ,0.000000
CNLOQL  ,0.000000
CNLOQP  ,0.000000
CNLORK  ,0.000000
CNLORL  ,0.000000
CNLORP  ,0.000000
CNLORQ  ,0.000000
CNLORR  ,0.000000
CNLORS  ,0.000000
CNLORT  ,0.000000
CNLOSK  ,0.000000
CNLOSL  ,0.000000
CNLOSM  ,0.000000
CNLOSN  ,0.000000
CNLOSQ  ,0.000000
CNLOSR  ,0.000000
CNLOSS  ,0.000000
CNLOST  ,0.000000
CNLOTK  ,0.000000
CNLOTL  ,0.000000
CNLOTM  ,0.000000
CNLOTN  ,0.000000
CNLOTP  ,0.000000
CNLOTQ  ,0.000000
CNLOTR  ,0.000000
CNLOTS  ,0.000000
CNLPKL  ,0.000000
CNLPKM  ,0.000000
CNLPKN  ,0.000000
CNLPKP  ,0.000000
CNLPKQ  ,0.000000
CNLPKR  ,0.000000
CNLPKS  ,0.000000
CNLPKT  ,0.000000
CNLPLL  ,0.000000
CNLPLM  ,0.000000
CNLPLN  ,0.000000
CNLPLP  ,0.000000
CNLPLQ  ,0.000000
CNLPLR  ,0.000000
CNLPLS  ,0.000000
CNLPLT  ,0.000000
CNLPMK  ,0.000000
CNLPMN  ,0.000000
CNLPNP  ,0.000000
CNLPNQ  ,0.000000
CNLPNR  ,0.000000
CNLPNS  ,0.000000
CNLPOL  ,0.000000
CNLPOM  ,0.000000
CNLPOP  ,0.000000
CNLPOR  ,0.000000
CNLPOS  ,0.000000
CNLPOT  ,0.000000
CNLPPK  ,0.000000
CNLPPR  ,0.000000
CNLPPT  ,0.000000
CNLPQK  ,0.000000
CNLPQL  ,0.000000
CNLPQM  ,0.000000
CNLPQN  ,0.000000
CNLPQP  ,0.000000
CNLPQS  ,0.000000
CNLPQT  ,0.000000
CNLPRM  ,0.000000
CNLPRN  ,0.000000
CNLPRT  ,0.000000
CNLPSM  ,0.000000
CNLPSN  ,0.000000
CNLPSP  ,0.000000
CNLPSQ  ,0.000000
CNLPSR  ,0.000000
CNLPSS  ,0.000000
CNLQKL  ,0.000000
CNLQKM  ,0.000000
CNLQKP  ,0.000000
CNLQKQ  ,0.000000
CNLQKR  ,0.000000
CNLQKS  ,0.000000
CNLQKT  ,0.000000
CNLQLK  ,0.000000
CNLQLL  ,0.000000
CNLQLM  ,0.000000
CNLQLN  ,0.000000
CNLQLP  ,0.000000
CNLQLQ  ,0.000000
CNLQLT  ,0.000000
CNLQMK  ,0.000000
CNLQMM  ,0.000000
CNLQMN  ,0.000000
CNLQMP  ,0.000000
CNLQMQ  ,0.000000
CNLQMR  ,0.000000
CNLQMS  ,0.000000
CNLQMT  ,0.000000
CNLQNP  ,0.000000
CNLQNQ  ,0.000000
CNLQOK  ,0.000000
CNLQOL  ,0.000000
CNLQOM  ,0.000000
CNLQOP  ,0.000000
CNLQOQ  ,0.000000
CNLQOR  ,0.000000
CNLQPK  ,0.000000
CNLQPM  ,0.000000
CNLQPN  ,0.000000
CNLQPP  ,0.000000
CNLQPQ  ,0.000000
CNLQPR  ,0.000000
CNLQPS  ,0.000000
CNLQPT  ,0.000000
CNLQQK  ,0.000000
CNLQQL  ,0.000000
CNLQQM  ,0.000000
CNLQQN  ,0.000000
CNLQQP  ,0.000000
CNLQRK  ,0.000000
CNLQRL  ,0.000000
CNLQRM  ,0.000000
CNLQRR  ,0.000000
CNLQRS  ,0.000000
CNLQRT  ,0.000000
CNLQSL  ,0.000000
CNLQSN  ,0.000000
CNLQSP  ,0.000000
CNLQTK  ,0.000000
CNLQTL  ,0.000000
CNLQTQ  ,0.000000
CNLQTR  ,0.000000
CNLRKK  ,0.000000
CNLRKL  ,0.000000
CNLRKM  ,0.000000
CNLRKN  ,0.000000
CNLRKQ  ,0.000000
CNLRKR  ,0.000000
CNLRKS  ,0.000000
CNLRKT  ,0.000000
CNLRLK  ,0.000000
CNLRLL  ,0.000000
CNLRLM  ,0.000000
CNLRLN  ,0.000000
CNLRLR  ,0.000000
CNLRLS  ,0.000000
CNLRMK  ,0.000000
CNLRML  ,0.000000
CNLRMM  ,0.000000
CNLRMN  ,0.000000
CNLRMQ  ,0.000000
CNLRMR  ,0.000000
CNLRMS  ,0.000000
CNLRMT  ,0.000000
CNLRNK  ,0.000000
CNLRNL  ,0.000000
CNLRNN  ,0.000000
CNLRNP  ,0.000000
CNLRNQ  ,0.000000
CNLROK  ,0.000000
CNLROL  ,0.000000
CNLROM  ,0.000000
CNLRON  ,0.000000
CNLROP  ,0.000000
CNLROQ  ,0.000000
CNLROR  ,0.000000
CNLRPK  ,0.000000
CNLRPL  ,0.000000
CNLRPM  ,0.000000
CNLRPN  ,0.000000
CNLRPP  ,0.000000
CNLRPQ  ,0.000000
CNLRPR  ,0.000000
CNLRPS  ,0.000000
CNLRPT  ,0.000000
CNLRRM  ,0.000000
CNLRRN  ,0.000000
CNLRRP  ,0.000000
CNLRRQ  ,0.000000
CNLRSK  ,0.000000
CNLRSL  ,0.000000
CNLRSM  ,0.000000
CNLRSN  ,0.000000
CNLRSP  ,0.000000
CNLRSQ  ,0.000000
CNLRSR  ,0.000000
CNLRSS  ,0.000000
CNLRST  ,0.000000
CNLRTK  ,0.000000
CNLRTL  ,0.000000
CNLRTM  ,0.000000
CNLRTN  ,0.000000
CNLRTP  ,0.000000
CNLRTQ  ,0.000000
CNLRTR  ,0.000000
CNLRTS  ,0.000000
CNLRTT  ,0.000000
CNLSKK  ,0.000000
CNLSKL  ,0.000000
CNLSKM  ,0.000000
CNLSKN  ,0.000000
CNLSKP  ,0.000000
CNLSKQ  ,0.000000
CNLSKR  ,0.000000
CNLSKT  ,0.000000
CNLSLK  ,0.000000
CNLSLL  ,0.000000
CNLSLM  ,0.000000
CNLSLP  ,0.000000
CNLSLR  ,0.000000
CNLSLS  ,0.000000
CNLSLT  ,0.000000
CNLSMK  ,0.000000
CNLSML  ,0.000000
CNLSMM  ,0.000000
CNLSMN  ,0.000000
CNLSMQ  ,0.000000
CNLSMR  ,0.000000
CNLSMS  ,0.000000
CNLSMT  ,0.000000
CNLSNL  ,0.000000
CNLSNM  ,0.000000
CNLSNP  ,0.000000
CNLSNQ  ,0.000000
CNLSNR  ,0.000000
CNLSNS  ,0.000000
CNLSNT  ,0.000000
CNLSOK  ,0.000000
CNLSOL  ,0.000000
CNLSOM  ,0.000000
CNLSON  ,0.000000
CNLSOP  ,0.000000
CNLSOQ  ,0.000000
CNLSOR  ,0.000000
CNLSOS  ,0.000000
CNLSPK  ,0.000000
CNLSPR  ,0.000000
CNLSPS  ,0.000000
CNLSPT  ,0.000000
CNLSQK  ,0.000000
CNLSQL  ,0.000000
CNLSQM  ,0.000000
CNLSQN  ,0.000000
CNLSQP  ,0.000000
CNLSRK  ,0.000000
CNLSRL  ,0.000000
CNLSRM  ,0.000000
CNLSSK  ,0.000000
CNLSSM  ,0.000000
CNLSSN  ,0.000000
CNLSSP  ,0.000000
CNLSSQ  ,0.000000
CNLSSR  ,0.000000
CNLSTK  ,0.000000
CNLSTL  ,0.000000
CNLSTM  ,0.000000
CNLSTN  ,0.000000
CNLSTP  ,0.000000
CNLSTQ  ,0.000000
CNLSTR  ,0.000000
CNLSTS  ,0.000000
CNLTKK  ,0.000000
CNLTKN  ,0.000000
CNLTKP  ,0.000000
CNLTKQ  ,0.000000
CNLTKS  ,0.000000
CNLTLK  ,0.000000
CNLTLL  ,0.000000
CNLTLN  ,0.000000
CNLTLQ  ,0.000000
CNLTLR  ,0.000000
CNLTLS  ,0.000000
CNLTLT  ,0.000000
CNLTMK  ,0.000000
CNLTML  ,0.000000
CNLTMM  ,0.000000
CNLTMN  ,0.000000
CNLTMP  ,0.000000
CNLTMQ  ,0.000000
CNLTMR  ,0.000000
CNLTMS  ,0.000000
CNLTMT  ,0.000000
CNLTNK  ,0.000000
CNLTNL  ,0.000000
CNLTNM  ,0.000000
CNLTNN  ,0.000000
CNLTNP  ,0.000000
CNLTNR  ,0.000000
CNLTNS  ,0.000000
CNLTNT  ,0.000000
CNLTOK  ,0.000000
CNLTOL  ,0.000000
CNLTOS  ,0.000000
CNLTPK  ,0.000000
CNLTPL  ,0.000000
CNLTPM  ,0.000000
CNLTPN  ,0.000000
CNLTPP  ,0.000000
CNLTQL  ,0.000000
CNLTQP  ,0.000000
CNLTQQ  ,0.000000
CNLTQR  ,0.000000
CNLTQS  ,0.000000
CNLTQT  ,0.000000
CNLTRK  ,0.000000
CNLTRL  ,0.000000
CNLTRM  ,0.000000
CNLTRN  ,0.000000
CNLTRT  ,0.000000
CNLTSK  ,0.000000
CNLTSL  ,0.000000
CNLTSN  ,0.000000
CNLTSP  ,0.000000
CNLTSR  ,0.000000
CNLTSS  ,0.000000
CNLTST  ,0.000000
CNLTTK  ,0.000000
CNLTTL  ,0.000000
CNLTTM  ,0.000000
CNLTTN  ,0.000000
CNLTTP  ,0.000000
CNLTTQ  ,0.000000
CNLTTR  ,0.000000
CNMKKQ  ,0.000000
CNMKMK  ,0.000000
CNMKNL  ,0.000000
CNMKNM  ,0.000000
CNMKNN  ,0.000000
CNMKNQ  ,0.000000
CNMKNR  ,0.000000
CNMKNS  ,0.000000
CNMKNT  ,0.000000
CNMKOK  ,0.000000
CNMKON  ,0.000000
CNMKOQ  ,0.000000
CNMKOR  ,0.000000
CNMKPA  ,0.000000
CNMKPC  ,0.000000
CNMKPD  ,0.000000
CNMKPL  ,0.000000
CNMKPO  ,0.000000
CNMKPP  ,0.000000
CNMKQA  ,0.000000
CNMKQB  ,0.000000
CNMKQK  ,0.000000
CNMKQL  ,0.000000
CNMKQM  ,0.000000
CNMKQO  ,0.000000
CNMKQT  ,0.000000
CNMKQU  ,0.000000
CNMKQW  ,0.000000
CNMKQZ  ,0.000000
CNMKRA  ,0.000000
CNMKRB  ,0.000000
CNMKRD  ,0.000000
CNMKRK  ,0.000000
CNMKRP  ,0.000000
CNMKRU  ,0.000000
CNMKSC  ,0.000000
CNMKSD  ,0.000000
CNMKSO  ,0.000000
CNMKSP  ,0.000000
CNMKSQ  ,0.000000
CNMKSR  ,0.000000
CNMKSS  ,0.000000
CNMKST  ,0.000000
CNMKSX  ,0.000000
CNMKTK  ,0.000000
CNMKTO  ,0.000000
CNMKTQ  ,0.000000
CNMKTR  ,0.000000
CNMKTS  ,0.000000
CNMKTZ  ,0.000000
CNMKUO  ,0.000000
CNMKXR  ,0.000000
CNMKYS  ,0.000000
CNMKZT  ,0.000000
CNMLNP  ,0.000000
CNMLPR  ,0.000000
CNMLPT  ,0.000000
CNMMKP  ,0.000000
CNMMLT  ,0.000000
CNMMMK  ,0.000000
CNMMML  ,0.000000
CNMMMS  ,0.000000
CNMMMT  ,0.000000
CNMMNK  ,0.000000
CNMMSK  ,0.000000
CNMMSL  ,0.000000
CNMMSM  ,0.000000
CNMMSN  ,0.000000
CNMMSO  ,0.000000
CNMMSS  ,0.000000
