MetaData/stationIdentification,BiasCoefficientValue/constantPredictor
AXM5140 ,0.000000
AXM5141 ,0.000000
AXM5142 ,0.000000
AXM5143 ,0.000000
AXM5144 ,0.000000
AXM5172 ,0.000000
AXM5173 ,0.000000
AXM5174 ,0.000000
AXM5175 ,0.000000
AXM5188 ,0.000000
AXM5189 ,0.000000
AXM5193 ,0.000000
AXM5194 ,0.000000
AXM5195 ,0.000000
AXM5196 ,0.000000
AXM5197 ,0.000000
AXM5198 ,0.000000
AXM5199 ,0.000000
AXM5302 ,0.000000
AXM5322 ,0.000000
AXM5323 ,0.000000
AXM5326 ,0.000000
AXM5345 ,0.000000
AXM5346 ,0.000000
AXM5640 ,0.000000
AXM5641 ,0.000000
AXM5644 ,0.000000
AXM5645 ,0.000000
AXM5646 ,0.000000
AXM5651 ,0.000000
AXM5652 ,0.000000
AXM5740 ,0.000000
AXM5741 ,0.000000
AXM5742 ,0.000000
AXM5743 ,0.000000
AXM5744 ,0.000000
AXM5745 ,0.000000
AXM5746 ,0.000000
AXM5747 ,0.000000
AXM5748 ,0.000000
AXM5749 ,0.000000
AXM5751 ,0.000000
AXM5752 ,0.000000
AXM582  ,0.000000
AXM583  ,0.000000
AXM596  ,0.000000
AXM740  ,0.000000
AXM9192 ,0.000000
AXM9340 ,0.000000
AXM9820 ,0.000000
AXM9821 ,0.000000
AXY3120 ,0.000000
AYJYR4JA,0.164658
AYZYR4RA,-0.004221
AZ0IR4BA,-0.051906
AZA674  ,0.000000
AZA675  ,0.000006
AZA680  ,0.000000
AZA681  ,-0.000004
AZA8019 ,0.000000
AZA9400 ,0.000000
AZA9410 ,0.000000
AZA9460 ,0.000000
AZA9462 ,0.000000
AZA9463 ,0.000000
AZA9464 ,0.000000
AZA9465 ,0.000000
AZA9466 ,0.000000
AZA9467 ,0.000000
AZA9468 ,0.000000
AZA9469 ,0.000000
AZA9483 ,0.000000
AZA9484 ,0.000000
AZA9487 ,0.000000
AZA9489 ,0.000000
AZA9497 ,0.000000
AZBIR4RA,0.153011
AZU4451 ,0.000000
AZU8750 ,0.000000
AZU8751 ,0.000000
AZU9750 ,0.000000
AZU9751 ,0.000000
AZU9840 ,0.000000
AZU9995 ,0.000000
AZU9996 ,0.000000
AZU9997 ,0.000000
AZU9998 ,0.000000
AZWDWDZA,0.179719
B0IYBYJA,-0.160868
B0XGUWJA,1.065836
B1IWUWRA,0.515560
B2MIR4RA,-0.054214
B3LIR4BA,-0.068768
B4HXPBJA,0.013585
B4RSV4RA,0.114365
B5YBB5JA,0.000403
B5YMILRA,-0.160508
BA246   ,0.000000
BAILYSZA,-0.036527
BAW2263 ,0.000000
BAW244  ,0.000000
BAW244D ,0.000000
BAW244F ,0.000000
BAW245  ,0.000000
BAW246  ,0.000000
BAW247  ,0.000000
BAW248  ,0.000000
BAW249  ,0.000000
BAW250  ,0.000000
BAW251  ,0.000000
BAW254  ,0.000000
BAW25K  ,0.000000
BAW3576 ,0.000000
BAW3577 ,0.000000
BAW3582 ,0.000000
BAW3583 ,0.000000
BAW3584 ,0.000000
BAW3585 ,0.000000
BAW9601 ,0.000000
BBLFGCZA,0.075629
BBSWYPJA,-0.011622
BBYVALZA,0.007176
BCEGIVJA,0.090296
BCFEOHBA,-0.174099
BCNVJGRA,0.333605
BD5V21RA,0.011145
BDHRZBRA,0.041814
BE10JFJA,0.440138
BEUUNVBA,-0.008499
BEZI1QZA,0.006509
BFIUNVRA,-0.143100
BFS1P3RA,-0.090429
BFTGUWZA,0.540998
BFY078P ,0.000000
BFY125R ,0.000000
BFY206R ,0.000000
BFY296R ,0.000000
BFY299R ,0.000000
BFY713R ,0.000000
BFZKFXJA,0.034478
BG0CBMJA,0.045697
BGXEISZA,0.012924
BGXIENZA,-0.132380
BHAKJFRA,0.292029
BHDENVRA,0.251111
BHVEILJA,-0.004283
BIACPUZA,0.031343
BIFDEPJA,0.065140
BIVEIRBA,-0.036224
BJCUIRBA,0.637595
BJLRBZBA,0.001015
BJSUISZA,-0.073880
BJZIOZBA,0.158821
BKGEISZA,-0.139532
BL5UIRBA,0.032803
BLNHQVRA,-0.070991
BLSEIRBA,0.295720
BLSH1DZA,-0.010566
BLXYC1RA,0.015740
BM1CO5RA,0.017370
BMNUNVBA,0.066136
BMOYH5RA,-0.007903
BMRUILZA,0.691872
BNSBTSRA,0.069281
BNSEILJA,0.095725
BNUINGBA,0.047592
BNVXLIZA,-0.085427
BOCUILJA,0.029688
BODHLIZA,-0.000120
BOFGUWJA,1.302849
BOGUNVBA,-0.166036
BOOGUWJA,1.716176
BOV6790 ,0.000000
BOV776  ,0.000000
BOV777  ,0.000000
BOV779  ,0.000000
BOV9791 ,0.000000
BOZEILJA,0.089681
BPCWUWRA,1.798107
BPFKGBZA,0.292392
BPIGE1ZA,0.367677
BPZGUWRA,-0.310109
BQFKJFJA,0.481966
BQOKJFJA,0.485744
BQOVVRRA,0.617766
BQRBBZBA,0.042596
BR0UNVRA,0.755586
BR2UILZA,0.137844
BRRUNVRA,0.134027
BRS03   ,0.000000
BRU2024 ,0.000000
BSGUISZA,0.266902
BSREILJA,-0.011203
BSTXQVBA,-0.215153
BT42WTJA,-0.148284
BTCCPNJA,0.071198
BTEUILJA,-0.000260
BTSX1DZA,0.053380
BUYGUWRA,0.407365
BV0TTQJA,0.055170
BVAXLIJA,-0.090945
BVR40   ,0.000000
BVR50   ,0.000000
BVR70   ,0.000000
BVR900  ,0.000000
BVXHR4BA,0.418842
BWP0FXBA,-0.009112
BWWUOGBA,-0.199736
BXWMISJA,-0.018070
BY0XLIZA,0.463716
BY2WUWJA,3.015661
BY5UNVBA,0.295253
BYEEILZA,0.075302
BYHWUWJA,0.554576
BYNRSQJA,0.008840
BYSENVBA,0.141661
BYTYCMZA,-0.014265
BZ1VYWJA,0.544824
BZ1WUWRA,0.033780
BZDEILJA,-0.135126
BZFINGBA,-0.021064
BZFSA2ZA,0.049134
BZLSFFJA,0.787476
C0AEISZA,-0.069831
C0HMW2ZA,-0.166421
C1FEISJA,-0.036487
C1GH1DZA,-0.040796
C1QYR5BA,-0.014950
C24UILJA,0.309425
C2SXQWJA,-0.211671
C2WQTRRA,0.000000
C3FEILBA,-0.045135
C3HYFXZA,-0.317642
C3LRO3RA,-0.097060
C3OGIJZA,-0.327301
C3VWUWRA,1.274025
C3WLSZBA,0.154944
C3ZSTSJA,0.070091
C41ENWZA,0.106934
C42HLIJA,-0.044938
C4QUNWZA,-0.105484
C4YGUWRA,0.630565
C4YKJGZA,0.509101
C4ZL3RZA,0.480548
C51HLIRA,0.045160
C53GUWBA,1.402247
C5AAUVRA,0.000000
C5BJMQZA,0.326124
C5BMXYBA,1.109485
C5BUILRA,-0.070250
C5VUNWJA,-0.163069
C5YKGBJA,0.730475
CA0WUWBA,0.934993
CAG0GBJA,0.291607
CARWUWBA,1.021489
CBCGUWBA,1.841460
CBXHPBZA,0.033527
CCA042  ,0.000000
CCVHLIJA,0.007131
CCWKGBJA,0.000000
CDBLZ2BA,-0.275073
CDGXR2ZA,0.886296
CDSXLIRA,-0.037201
CESIR4BA,0.025271
CETL2PBA,-0.039780
CEYBV2JA,0.065956
CFJFJGBA,0.364390
CFRHPBRA,0.024027
CG5UOFZA,1.113301
CGCEOHBA,0.012629
CGCQOHZA,0.053494
CGRVJGBA,1.422571
CGWVGCZA,-0.138018
CHA1YLJA,0.000000
CHJVGCJA,-0.079037
CIIXPBJA,0.010634
CJOBB5RA,-0.001913
CJRYR4RA,0.048790
CKBF3JJA,0.643248
CKBIGFZA,0.487867
CKHSYBBA,1.436386
CKOIR4RA,0.197745
CLX6661 ,0.000000
CLX6673 ,0.000000
CLX7601 ,0.000000
CLX7602 ,0.000000
CLX7603 ,0.000000
CLX7604 ,0.000000
CLX7605 ,0.000000
CLX7606 ,0.000000
CLX7607 ,0.000000
CLX7611 ,0.000000
CLX7612 ,0.000000
CLX7613 ,0.000020
CLX7614 ,0.000000
CLX7615 ,0.000000
CLX7616 ,0.000000
CLX7617 ,0.000000
CLX7627 ,0.000000
CLX7631 ,0.000000
CLX7641 ,0.000000
CLX7645 ,0.000000
CLX7647 ,0.000000
CLX7651 ,0.000000
CLX7652 ,0.000000
CLX7656 ,0.000000
CLX7671 ,0.000000
CMBEISZA,0.020870
CN4RB0ZA,0.122574
CNCMTL  ,0.315598
CNCMWL  ,0.212650
CNCSVM  ,0.000000
CNCSVN  ,0.000000
CNCSXK  ,-0.000004
CNCSZL  ,0.000000
CNCSZN  ,0.000000
CNCSZT  ,0.000000
CNCTTQ  ,0.000000
CNFKQP  ,-0.278767
CNFLQK  ,0.000000
CNFLQL  ,0.000000
CNFLQM  ,0.000000
CNFLVL  ,-0.057126
CNFLVR  ,-0.132089
CNFLVS  ,0.201748
CNFLVT  ,0.587846
CNFLZL  ,0.000000
CNFLZQ  ,0.000000
CNFLZR  ,0.000000
CNFLZT  ,0.000000
CNFMRR  ,0.000000
CNFMRS  ,0.000000
CNFMRT  ,0.000000
CNFMSK  ,0.022227
CNFMUP  ,0.091073
CNFMUQ  ,0.078683
CNFMUR  ,-0.063829
CNFNSM  ,-0.040355
CNFNSN  ,0.000000
CNFNSP  ,0.000000
CNFNSQ  ,0.000000
CNFNSS  ,0.000000
CNFNST  ,0.000000
CNFNUL  ,0.000000
CNFNUM  ,0.066458
CNFNUN  ,0.031619
CNFNUP  ,0.000003
CNFNUQ  ,0.000000
CNFNUR  ,0.000000
CNFNUS  ,0.000000
CNFNUT  ,0.000000
CNFNVS  ,0.000000
CNFNVT  ,0.000000
CNFNXM  ,0.067327
CNFNXN  ,-0.112129
CNFNXP  ,-0.110020
CNFNXQ  ,0.526229
CNFNYR  ,0.000005
CNFNYS  ,-0.032413
CNFNYT  ,-0.065988
CNFNZK  ,-0.088871
CNFNZL  ,0.381919
CNFNZM  ,-0.198512
CNFNZP  ,0.000000
CNFORQ  ,0.104567
CNFOSR  ,0.009448
CNFOSS  ,0.000000
CNFOST  ,0.000000
CNFOTT  ,0.000000
CNFOXP  ,0.000000
CNFOZK  ,0.742832
CNFOZL  ,0.795559
CNFOZM  ,1.268771
CNFOZN  ,0.009522
CNFOZS  ,0.000000
CNFPQK  ,0.487508
CNFPQL  ,0.514409
CNFPQP  ,0.000000
CNFPQQ  ,-0.026043
CNFPTK  ,-0.015969
CNFPTL  ,-0.144898
CNFPTM  ,0.000000
CNFPTN  ,0.000000
CNFPTP  ,0.000000
CNFPVL  ,-0.070324
CNFPVM  ,0.036410
CNFPVN  ,-0.108185
CNFPWS  ,0.000000
CNFPWT  ,0.000000
CNFPXM  ,0.000000
CNFPXN  ,-0.064985
CNFPXP  ,0.000000
CNFPYL  ,-0.079634
CNFPYM  ,-0.012131
CNFPYN  ,-0.007363
CNFPZL  ,0.000000
CNFPZM  ,0.000000
CNFQUL  ,-0.099515
CNFQUM  ,0.113400
CNFQUN  ,-0.033265
CNFQUP  ,0.000000
CNFQWQ  ,0.000000
CNFQWR  ,0.000000
CNFQWS  ,0.000000
CNFQWT  ,0.000000
CNFQXK  ,0.000003
CNFQXL  ,0.000000
CNFQXM  ,0.000000
CNFQXN  ,0.000009
CNFQXP  ,0.000004
CNFQYS  ,0.000000
CNFQYT  ,0.000000
CNFQZK  ,0.000000
CNFQZL  ,0.000000
CNFQZN  ,0.000000
CNFQZP  ,0.000000
CNFQZQ  ,0.000000
CNFQZR  ,-0.004511
CNFRSL  ,0.000000
CNFRSM  ,0.000000
CNFRWP  ,0.000000
CNFRWQ  ,-0.000002
CNFRWR  ,0.000000
CNGLRL  ,0.000000
CNGNQQ  ,0.000000
CNGNQS  ,-0.290010
CNGNQT  ,0.000000
CNGOWP  ,0.000000
CNGOWQ  ,0.000000
CNGOXQ  ,0.000000
CNGOXR  ,0.000000
CNGOXS  ,0.000000
CNGOYK  ,0.000000
CNGOYL  ,0.000000
CNGOYN  ,0.000000
CNJCA110,0.101725
CNJCA111,0.124467
CNJCA112,0.143662
CNJCA113,0.186056
CNJCA114,0.351335
CNJCA115,0.083954
CNJCA116,0.204291
CNJCA117,0.149023
CNJCA118,0.219239
CNJCA119,0.186833
CNJCA120,-0.002894
CNJCA121,0.199114
CNJCA122,-0.039853
CNJCA123,0.096164
CNNCA001,0.450057
CNNCA002,-1.066749
COHUISZA,-0.044468
CPUEISJA,-0.083614
CQ1MILBA,-0.229723
CQ4YCNJA,-0.467597
CQHFJGRA,0.400344
CR4UOFZA,-0.356428
CRQVJGBA,0.697216
CRSSSOZA,0.085634
CRTAOHJA,-0.020876
CSAVDIRA,-0.157076
CSHVGCZA,-0.214266
CSTDB3JA,-0.073624
CSYEOFZA,0.497436
CTKIR5BA,0.321542
CTM1022 ,0.000000
CTM1024 ,0.000000
CTQHPBRA,0.015922
CTUFGCJA,-0.085884
CTYUISZA,0.117293
CU50JFRA,0.272272
CUBUISZA,0.104967
CUDTSWBA,0.083916
CUF0XHZA,-0.004429
CUGRP1ZA,0.040465
CUV2MKBA,-0.126231
CVCEISJA,0.084287
CVDUILRA,-0.008695
CW4DP1BA,0.141906
CWBENWZA,-0.018790
CWJMXBJA,-0.112764
CWKFVRBA,1.000966
CWM0JFRA,0.477058
CWOJBCJA,0.000067
CWPDTWZA,0.027166
CWRFVSZA,0.022149
CX2ENVBA,0.050623
CXA8001 ,0.000000
CXA8002 ,0.000000
CXFMHCBA,0.078099
CXHENVBA,0.266598
CXL0JFBA,0.825620
CXYEILJA,0.162928
CY2YR5BA,0.000040
CYHRAYZA,0.058341
CYWDB3JA,0.036284
CYYVGCRA,-0.093296
CZAFGCRA,-0.172350
CZZIB4ZA,-0.098255
D02UR3JA,0.000000
D0WYR4BA,0.074533
D14VJGRA,0.431539
D1VVJGRA,0.536264
D1WEOHBA,0.653295
D24RA0BA,0.055429
D2NYR5BA,0.064315
D2WMGARA,-0.184971
D2ZEISZA,-0.044433
D32UISJA,0.016065
D35WWEZA,-0.161906
D3PBEPZA,0.103598
D3VICKRA,-0.150935
D4CVGCRA,-0.076362
D4YUOFZA,-0.159474
D50LFRJA,-0.080822
D52EISZA,-0.232748
D5BYR5BA,-0.015190
D5DYWBJA,-0.073244
DAAG44RA,0.726491
DAHTYARA,0.086995
DAKRZCZA,0.135435
DAL55   ,0.000000
DAQUISZA,-0.126465
DBSUILRA,0.008409
DBVUISJA,0.012482
DC3KJFRA,0.470613
DC3VVRBA,-0.023718
DC4HOEZA,1.212042
DCG0JFRA,0.940088
DCQENWZA,-0.022514
DD5UILJA,0.673355
DDMGXZBA,-0.058870
DDVZQTJA,0.120396
DDWENVBA,-0.094445
DEEGUWBA,0.792370
DELWUWBA,0.940450
DEWRYYZA,0.078446
DFEBSJBA,0.009768
DG1GUWBA,0.236310
DGC0ZBRA,0.090157
DGNXL5RA,-0.010000
DHAH55BA,0.514461
DHDXLIRA,-0.094828
DHJTEEBA,0.019996
DHMXR2ZA,0.471904
DIBUNVBA,-0.181375
DIHUILRA,-0.000788
DIJX1DJA,0.444575
DIZBPOJA,-0.000218
DJBXLIJA,-0.034327
DJCENWZA,0.032477
DJEEILRA,0.845138
DJMWUWRA,0.874171
DK5WUWRA,0.696995
DKF2WTRA,-0.149187
DKHEILJA,-0.296472
DKJENWZA,0.034151
DKSGUWRA,0.621940
DLGYNEZA,0.065528
DLH1540 ,0.000000
DLH1541 ,0.000000
DLH1542 ,0.000000
DLH1543 ,0.000000
DLH1544 ,0.000000
DLH1546 ,0.000000
DLH1547 ,0.000000
DLH1590 ,0.000000
DLH1591 ,0.000000
DLH1595 ,0.000000
DLH2574 ,0.000000
DLH2575 ,0.000000
DLH340  ,0.000000
DLH341  ,0.000000
DLH344  ,0.000000
DLH345  ,0.000000
DLH506  ,0.000000
DLH507  ,0.000000
DLH507D ,0.000000
DLH509  ,0.000000
DLH510  ,0.000000
DLH511  ,0.000000
DLH9921 ,0.000000
DLQUILRA,0.036481
DMNF0FJA,-0.110916
DN1YR4BA,0.284017
DNIYCNJA,-0.064412
DNPXPBJA,0.004869
DNSHPBRA,0.002602
DOPIR4BA,-0.009923
DORRPDZA,0.469838
DP5HPBJA,0.000162
DPLUOHBA,-0.000856
DQ40GBJA,0.000000
DQ4DPMJA,0.088280
DQPFAXBA,-0.008354
DQWGUWBA,0.215283
DQXDTPJA,0.109732
DRAMSCJA,0.011657
DSBAPKRA,0.001270
DSEINEJA,0.005770
DSKWUWBA,1.249408
DSWRSKZA,0.069467
DTA702  ,0.000000
DTA703  ,0.000000
DTA745  ,0.000000
DTA746  ,0.000000
DTA747  ,0.000000
DTA748  ,0.000000
DTA7682 ,0.000000
DUSSB5ZA,0.041468
DVBVJGBA,0.355090
DVFHVNRA,0.063249
DVPUOFZA,0.201713
DX4FGCRA,-0.083326
DXFFGCJA,0.124632
DXJUISZA,0.278329
DYEAPKRA,0.192990
DYGDYFBA,0.133356
DYHTFEZA,0.195437
DYP0Z2ZA,-0.008113
DYTYCUZA,-0.084691
DYUV0FJA,-0.103507
DZOIR4BA,0.517963
E01XL5ZA,0.487747
E05UNWZA,0.714631
E0KXLIZA,0.191139
E0LJMSBA,0.046673
E0LUILJA,0.510046
E0MWUWJA,0.528737
E11UDQBA,0.389699
E1EGUWRA,0.728910
E1GJRYRA,-0.013363
E1OINEZA,0.005383
E2EHR2ZA,0.153041
E2HCZMRA,0.202697
E31CATJA,0.690030
E3DYR4BA,-0.020527
E3FL3ERA,0.244478
E3IYR4RA,0.000756
E41YR4RA,0.410174
E5QYZFRA,0.348164
EANUOHBA,0.665466
EBDVGCZA,-0.196735
EBHJLKJA,0.022105
EBLEIRBA,-0.000009
EC3EOHBA,-0.044241
ECDFJGRA,0.456888
ECFIR4BA,0.141413
ECQMDDRA,0.078424
ECUIFERA,-0.489935
ECZGWTRA,0.000000
ED3UIRBA,0.158672
EDLFGCJA,0.234444
EDNCOHBA,0.200384
EDW90   ,0.000000
EDW91   ,0.000000
EE5UISZA,-0.229224
EEALR4RA,0.000662
EECH1DZA,-0.041805
EEESELRA,0.018182
EEJZBCZA,-0.004641
EEWCBMRA,0.151343
EEXKJFJA,0.658676
EEXVVRRA,0.103376
EFEENVRA,0.392067
EFLUNVRA,0.215922
EFNUILZA,0.836091
EFXEISJA,0.350345
EFY0JFBA,0.171102
EG5ENWZA,-0.031326
EGAUILJA,-0.008568
EGHUISJA,0.077376
EGPFVRRA,0.002248
EH5SSIJA,1.276514
EHD1WAZA,-0.025029
EHDRETBA,0.613719
EHLUISJA,0.210940
EIEMW4BA,-0.197419
EIPV21RA,-0.123595
EIQFGCJA,-0.130766
EJ0UIRBA,0.252826
EJBX1IBA,-0.034294
EK4EISZA,-0.108501
EKLYCKRA,0.000000
EL20JFJA,0.382166
ELG2MKRA,0.072077
EM4EILRA,-0.023621
EM5F2QRA,0.306357
EMDENVBA,-0.011571
EMLXLIZA,0.022914
EMN0JFBA,0.566134
EMNWUWJA,-0.221570
EMYENVBA,-0.003893
EN3ENWZA,0.854529
ENGUNWZA,-0.000401
ENOGUWRA,0.237601
ENWTERJA,0.525986
ENYHLIJA,0.002905
EO0JMSBA,0.000000
EO0UILJA,0.297277
EO2YNGBA,0.018745
EOEYF2BA,-0.391891
EOGWUWJA,1.363516
EP1YNEZA,0.027542
EPRUDQRA,-0.021761
EPRWUWRA,0.070827
EPSEILRA,1.220365
EQ3YC1BA,0.349838
EQGSOHBA,-0.018087
EQYEISZA,-0.341690
EQZUILJA,-0.009895
ER0EILRA,-0.020238
ERE1CDJA,-0.186237
ERJ0JFBA,0.152007
ERNH1DJA,-0.005724
ERR0JFRA,0.425852
ERSEILZA,0.850021
ERSXOEZA,0.092434
ERWENVRA,0.598102
ES3ENVRA,-0.266607
ES5CYGRA,0.067317
ESAEISJA,0.043526
ESL2MKBA,0.069588
ESXCSSBA,0.421114
ET0UNVBA,0.312252
ET3506  ,0.000000
ET3807  ,0.000000
ETD2001 ,0.000000
ETD2076 ,0.000000
ETD2077 ,0.000000
ETD8195 ,0.000000
ETD9632 ,0.000000
ETD9833 ,0.000000
ETH2506 ,0.000000
ETH2507 ,0.000000
ETH3501 ,0.000000
ETH3503 ,0.000000
ETH3504 ,0.000000
ETH3505 ,0.000000
ETH3506 ,0.000000
ETH3507 ,0.000000
ETH3508 ,0.000000
ETH3509 ,0.000000
ETH3528 ,0.000000
ETH3529 ,0.000000
ETH3607 ,0.000000
ETH3650 ,0.000000
ETH3651 ,0.000000
ETH3739 ,0.000006
ETH3806 ,0.000000
ETH3807 ,0.000000
ETH3906 ,0.000000
ETH3907 ,0.000000
ETH3913 ,0.000000
ETH3915 ,0.000000
ETH3939 ,0.000000
ETH506  ,0.000000
ETH507  ,0.000000
ETH507Z ,0.000000
ETH8301 ,0.000000
ETH8302 ,0.000000
ETH8399 ,0.000000
ETH8801 ,0.000000
ETH8810 ,0.000000
ETMUILZA,-0.012583
ETZGUWJA,0.527815
EU0001  ,0.065649
EU0004  ,0.352291
EU0009  ,-0.664112
EU0010  ,-0.125809
EU0011  ,-0.066062
EU0012  ,-0.154112
EU0013  ,0.096733
EU0015  ,-0.050583
EU0016  ,-0.010028
EU0019  ,0.243296
EU0020  ,-0.215135
EU0040  ,-0.213687
EU0041  ,0.966606
EU0043  ,0.828919
EU0047  ,1.026740
EU0083  ,-0.313015
EU0090  ,0.107685
EU0091  ,-0.148929
EU0102  ,-0.139023
EU0104  ,-0.023560
EU0122  ,-0.335239
EU0129  ,0.312565
EU0131  ,-0.168549
EU0132  ,-0.197735
EU0133  ,-0.414860
EU0135  ,-0.495269
EU0136  ,-0.460134
EU0137  ,0.193316
EU0139  ,-0.478235
EU0141  ,-0.027103
EU0144  ,0.149679
EU0145  ,-0.459684
EU0146  ,-0.265862
EU0147  ,0.283392
EU0149  ,-0.154200
EU0150  ,0.318027
EU0151  ,0.035270
EU0157  ,-0.266513
EU0159  ,-0.252015
EU0160  ,0.046020
EU0162  ,0.034387
EU0163  ,-0.135801
EU0165  ,-0.165301
EU0166  ,0.089630
EU0167  ,0.429230
EU0168  ,0.275853
EU0169  ,-0.110258
EU0172  ,0.054563
EU0174  ,0.234784
EU0178  ,0.133513
EU0180  ,0.219411
EU0183  ,0.002922
EU0184  ,-0.213866
EU0185  ,0.092168
EU0186  ,-0.075909
EU0187  ,-0.074137
EU0188  ,-0.102717
EU0189  ,-0.312123
EU0190  ,0.007867
EU0191  ,-0.207335
EU0192  ,-0.221602
EU0193  ,0.017924
EU0194  ,-0.263206
EU0195  ,-0.023582
EU0196  ,0.078803
EU0198  ,-0.545313
EU0199  ,-0.136761
EU0205  ,-0.004065
EU0207  ,-0.058865
EU0208  ,-0.260174
EU0210  ,-0.237737
EU0216  ,-0.234191
EU0223  ,0.000000
EU0225  ,0.000000
EU0227  ,0.000000
EU0228  ,-0.327182
EU0229  ,-0.366300
EU0230  ,0.500578
EU0231  ,-0.055484
EU0232  ,-0.258773
EU0235  ,-0.412146
EU0236  ,-0.011921
EU0238  ,-0.237913
EU0239  ,-0.542872
EU0246  ,-0.315069
EU0248  ,-0.274309
EU0253  ,0.000000
EU0260  ,-0.329929
EU0261  ,-0.177248
EU0262  ,0.745086
EU0266  ,-0.181465
EU0268  ,-0.192853
EU0269  ,-0.379607
EU0270  ,-0.169817
EU0271  ,-0.281144
EU0272  ,-0.097552
EU0273  ,-0.167447
EU0275  ,-0.145131
EU0277  ,-0.099483
EU0278  ,-0.250610
EU0280  ,0.229553
EU0282  ,-0.150945
EU0284  ,-0.146395
EU0286  ,-0.350516
EU0287  ,-0.125832
EU0288  ,-0.335387
EU0295  ,0.236050
EU0298  ,-0.150977
EU0301  ,0.881783
EU0302  ,-0.166708
EU0304  ,-0.330828
EU0316  ,0.705052
EU0317  ,-0.229796
EU0318  ,-0.023548
EU0319  ,0.668774
EU0322  ,-0.295716
EU0323  ,0.162584
EU0326  ,-0.218122
EU0327  ,-0.149078
EU0328  ,1.263082
EU0329  ,0.423948
EU0331  ,0.660501
EU0333  ,-0.213314
EU0334  ,-0.212705
EU0340  ,1.756409
EU0344  ,0.306737
EU0346  ,0.054579
EU0348  ,0.702246
EU0349  ,0.326925
EU0352  ,0.205825
EU0353  ,0.659442
EU0355  ,-0.279514
EU0358  ,0.032670
EU0359  ,0.098971
EU0360  ,-0.269666
EU0361  ,-0.136735
EU0362  ,0.810234
EU0364  ,-0.241573
EU0365  ,1.184250
EU0370  ,0.261261
EU0383  ,0.846095
EU0384  ,0.683626
EU0386  ,0.947873
EU0387  ,0.225338
EU0388  ,0.773820
EU0389  ,0.476916
EU0391  ,0.583808
EU0395  ,0.587274
EU0396  ,-0.247614
EU0397  ,-0.125949
EU0398  ,-0.141772
EU0399  ,0.297547
EU0400  ,-0.212508
EU0401  ,-0.135763
EU0403  ,0.362193
EU0404  ,0.118666
EU0406  ,-0.308900
EU0407  ,0.169680
EU0408  ,-0.011549
EU0409  ,-0.462369
EU0410  ,-0.015474
EU0412  ,-0.195479
EU0414  ,-0.247968
EU0415  ,-0.295620
EU0416  ,-0.084156
EU0417  ,0.443053
EU0418  ,1.236301
EU0420  ,-0.145961
EU0422  ,0.059498
EU0423  ,0.163439
EU0424  ,0.008501
EU0425  ,0.190816
EU0426  ,-1.057542
EU0427  ,-0.043061
EU0428  ,0.157126
EU0429  ,-0.243132
EU0430  ,-0.458792
EU0433  ,-0.199446
EU0434  ,-0.023979
EU0436  ,0.505905
EU0437  ,0.572775
EU0438  ,0.654852
EU0439  ,0.637518
EU0440  ,0.628488
EU0441  ,-0.303269
EU0443  ,0.492715
EU0444  ,-0.725471
EU0446  ,-0.470192
EU0447  ,-0.325922
EU0448  ,-0.411713
EU0449  ,-0.603006
EU0450  ,-0.112131
EU0453  ,0.720815
EU0454  ,-0.177123
EU0459  ,-0.591315
EU0460  ,-0.398257
EU0461  ,-0.418172
EU0462  ,0.150849
EU0463  ,-0.169924
EU0464  ,-0.523958
EU0465  ,-0.379456
EU0467  ,0.000000
EU0468  ,-0.620118
EU0469  ,0.000000
EU0470  ,0.476150
EU0471  ,0.330608
EU0473  ,0.496144
EU0474  ,0.632207
EU0485  ,-0.083101
EU0486  ,-0.041047
EU0487  ,-0.419064
EU0488  ,-0.063578
EU0489  ,0.286493
EU0510  ,-0.478541
EU0514  ,-0.025265
EU0515  ,-0.637705
EU0516  ,-0.488349
EU0517  ,-0.579049
EU0518  ,-0.562004
EU0519  ,-0.539461
EU0521  ,-0.003986
EU0523  ,-0.020491
EU0525  ,-0.402042
EU0526  ,-0.676630
EU0527  ,-0.137881
EU0528  ,-0.398327
EU0529  ,0.728272
EU0530  ,-0.548228
EU0531  ,0.570768
EU0532  ,0.517337
EU0533  ,0.256977
EU0534  ,0.359692
EU0535  ,-0.310062
EU0537  ,0.497490
EU0538  ,0.186735
EU0539  ,0.383696
EU0540  ,-0.456576
EU0541  ,0.417185
EU0543  ,0.360988
EU0544  ,0.176214
EU0545  ,0.558622
EU0546  ,-0.699605
EU0547  ,0.623019
EU0548  ,0.538725
EU0549  ,0.378505
EU0551  ,0.000000
EU0554  ,-0.465490
EU0555  ,0.468599
EU0556  ,0.106876
EU0557  ,0.316413
EU0559  ,0.388930
EU0564  ,-0.454734
EU0565  ,0.044931
EU0566  ,0.000000
EU0567  ,0.000000
EU0569  ,-0.416052
EU0570  ,-0.154690
EU0571  ,-0.250833
EU0572  ,-0.267748
EU0573  ,0.212613
EU0575  ,-0.084553
EU0577  ,1.011159
EU0578  ,-0.118714
EU0580  ,-0.524153
EU0581  ,-0.380324
EU0602  ,-0.494350
EU0603  ,-0.399349
EU0604  ,-0.392104
EU0606  ,-0.468082
EU0607  ,0.098448
EU0609  ,-0.148189
EU0610  ,-0.315201
EU0611  ,-0.509401
EU0612  ,-0.224737
EU0613  ,-0.233957
EU0614  ,-0.365821
