MetaData/stationIdentification,BiasCoefficientValue/ascentPredictor
AXM5193 ,0.000000
AXM5194 ,0.000000
AXM5195 ,0.000000
AXM5196 ,0.000000
AXM5197 ,0.000000
AXM5198 ,0.000000
AXM5199 ,0.000000
AXM5302 ,0.000000
AXM5322 ,0.000000
AXM5323 ,0.000000
AXM5326 ,0.000000
AXM5345 ,0.000000
AXM5346 ,0.000000
AXM5640 ,0.000000
AXM5641 ,0.000000
AXM5644 ,0.000000
AXM5645 ,0.000000
AXM5646 ,0.000000
AXM5651 ,0.000000
AXM5652 ,0.000000
AXM5740 ,0.000000
AXM5741 ,0.000000
AXM5742 ,0.000000
AXM5743 ,0.000000
AXM5744 ,0.000000
AXM5745 ,0.000000
AXM5746 ,0.000000
AXM5747 ,0.000000
AXM5748 ,0.000000
AXM5749 ,0.000000
AXM5751 ,0.000000
AXM5752 ,0.000000
AXM582  ,0.000000
AXM583  ,0.000000
AXM596  ,0.000000
AXM740  ,0.000000
AXM9192 ,0.000000
AXM9340 ,0.000000
AXM9820 ,0.000000
AXM9821 ,0.000000
AXY3120 ,0.000000
AYJYR4JA,-0.002269
AYZYR4RA,0.000896
AZ0IR4BA,0.002324
AZA674  ,0.000000
AZA675  ,0.000000
AZA680  ,0.000000
AZA681  ,0.000000
AZA8019 ,0.000000
AZA9400 ,0.000000
AZA9410 ,0.000000
AZA9460 ,0.000000
AZA9462 ,0.000000
AZA9463 ,0.000000
AZA9464 ,0.000000
AZA9465 ,0.000000
AZA9466 ,0.000000
AZA9467 ,0.000000
AZA9468 ,0.000000
AZA9469 ,0.000000
AZA9483 ,0.000000
AZA9484 ,0.000000
AZA9487 ,0.000000
AZA9489 ,0.000000
AZA9497 ,0.000000
AZBIR4RA,0.005932
AZU4451 ,0.000000
AZU8750 ,0.000000
AZU8751 ,0.000000
AZU9750 ,0.000000
AZU9751 ,0.000000
AZU9840 ,0.000000
AZU9995 ,0.000000
AZU9996 ,0.000000
AZU9997 ,0.000000
AZU9998 ,0.000000
AZWDWDZA,-0.000511
B0IYBYJA,0.014201
B0XGUWJA,0.018536
B1IWUWRA,0.007599
B2MIR4RA,0.000435
B3LIR4BA,0.000893
B4HXPBJA,-0.002141
B4RSV4RA,0.000920
B5YBB5JA,0.000001
B5YMILRA,0.016812
BA246   ,0.000000
BAILYSZA,0.010732
BAW2263 ,0.000000
BAW244  ,0.000000
BAW244D ,0.000000
BAW244F ,0.000000
BAW245  ,0.000000
BAW246  ,0.000000
BAW247  ,0.000000
BAW248  ,0.000000
BAW249  ,0.000000
BAW250  ,0.000000
BAW251  ,0.000000
BAW254  ,0.000000
BAW25K  ,0.000000
BAW3576 ,0.000000
BAW3577 ,0.000000
BAW3582 ,0.000000
BAW3583 ,0.000000
BAW3584 ,0.000000
BAW3585 ,0.000000
BAW9601 ,0.000000
BBLFGCZA,0.011346
BBSWYPJA,0.000021
BBYVALZA,0.000231
BCEGIVJA,-0.004966
BCFEOHBA,0.015977
BCNVJGRA,0.001578
BD5V21RA,0.000000
BDHRZBRA,0.001414
BE10JFJA,0.010327
BEUUNVBA,0.000105
BEZI1QZA,0.000193
BFIUNVRA,0.007935
BFS1P3RA,0.025477
BFTGUWZA,0.001768
BFY078P ,0.000000
BFY125R ,0.000000
BFY206R ,0.000000
BFY296R ,0.000000
BFY299R ,0.000000
BFY713R ,0.000000
BFZKFXJA,0.001333
BG0CBMJA,0.001206
BGXEISZA,-0.000541
BGXIENZA,0.016223
BHAKJFRA,-0.001572
BHDENVRA,0.010439
BHVEILJA,0.000011
BIACPUZA,0.000868
BIFDEPJA,0.004681
BIVEIRBA,0.006462
BJCUIRBA,0.000456
BJLRBZBA,0.000110
BJSUISZA,0.009785
BJZIOZBA,-0.004241
BKGEISZA,0.010933
BL5UIRBA,-0.001928
BLNHQVRA,0.015014
BLSEIRBA,-0.008278
BLSH1DZA,0.004882
BLXYC1RA,0.000451
BM1CO5RA,0.001865
BMNUNVBA,0.010967
BMOYH5RA,-0.004412
BMRUILZA,0.016110
BNSBTSRA,0.000121
BNSEILJA,0.006253
BNUINGBA,-0.017062
BNVXLIZA,0.002657
BOCUILJA,0.000716
BODHLIZA,0.000077
BOFGUWJA,0.026896
BOGUNVBA,0.003103
BOOGUWJA,0.018964
BOV6790 ,0.000000
BOV776  ,0.000000
BOV777  ,0.000000
BOV779  ,0.000000
BOV9791 ,0.000000
BOZEILJA,-0.000122
BPCWUWRA,0.029401
BPFKGBZA,0.008372
BPIGE1ZA,-0.001501
BPZGUWRA,0.013724
BQFKJFJA,-0.003802
BQOKJFJA,0.006181
BQOVVRRA,0.004332
BQRBBZBA,0.004136
BR0UNVRA,0.007664
BR2UILZA,0.000180
BRRUNVRA,0.010062
BRS03   ,0.000000
BRU2024 ,0.000000
BSGUISZA,0.005919
BSREILJA,0.000055
BSTXQVBA,0.014917
BT42WTJA,0.012335
BTCCPNJA,0.000585
BTEUILJA,0.000001
BTSX1DZA,0.004318
BUYGUWRA,0.021121
BV0TTQJA,0.002697
BVAXLIJA,0.007604
BVR40   ,0.000000
BVR50   ,0.000000
BVR70   ,0.000000
BVR900  ,0.000000
BVXHR4BA,0.001582
BWP0FXBA,-0.000123
BWWUOGBA,0.013533
BXWMISJA,0.013662
BY0XLIZA,-0.010857
BY2WUWJA,-0.009085
BY5UNVBA,0.011422
BYEEILZA,0.009136
BYHWUWJA,0.003431
BYNRSQJA,0.003135
BYSENVBA,0.017307
BYTYCMZA,0.000113
BZ1VYWJA,0.002682
BZ1WUWRA,0.002946
BZDEILJA,0.011556
BZFINGBA,0.001815
BZFSA2ZA,-0.000054
BZLSFFJA,0.003910
C0AEISZA,0.007982
C0HMW2ZA,0.011252
C1FEISJA,0.009305
C1GH1DZA,0.010470
C1QYR5BA,0.001204
C24UILJA,0.008630
C2SXQWJA,0.014790
C2WQTRRA,0.000000
C3FEILBA,0.000038
C3HYFXZA,0.020789
C3LRO3RA,-0.006533
C3OGIJZA,0.014451
C3VWUWRA,0.019394
C3WLSZBA,-0.001715
C3ZSTSJA,0.002779
C41ENWZA,0.015939
C42HLIJA,0.016644
C4QUNWZA,0.008817
C4YGUWRA,0.019498
C4YKJGZA,0.003275
C4ZL3RZA,0.000771
C51HLIRA,-0.014589
C53GUWBA,0.025178
C5AAUVRA,0.000000
C5BJMQZA,-0.000132
C5BMXYBA,0.002586
C5BUILRA,-0.000017
C5VUNWJA,0.007877
C5YKGBJA,0.002777
CA0WUWBA,0.019344
CAG0GBJA,0.003131
CARWUWBA,0.018102
CBCGUWBA,0.039334
CBXHPBZA,0.000054
CCA042  ,0.000000
CCVHLIJA,-0.002280
CCWKGBJA,0.000000
CDBLZ2BA,0.023421
CDGXR2ZA,0.023363
CDSXLIRA,-0.000887
CESIR4BA,-0.000067
CETL2PBA,0.002617
CEYBV2JA,0.000586
CFJFJGBA,-0.002562
CFRHPBRA,-0.000332
CG5UOFZA,0.020124
CGCEOHBA,0.007784
CGCQOHZA,0.003051
CGRVJGBA,0.000202
CGWVGCZA,0.015690
CHA1YLJA,0.000000
CHJVGCJA,0.016759
CIIXPBJA,0.000015
CJOBB5RA,0.002397
CJRYR4RA,-0.001950
CKBF3JJA,0.003410
CKBIGFZA,0.007111
CKHSYBBA,-0.001142
CKOIR4RA,0.000460
CLX6661 ,0.000000
CLX6673 ,0.000000
CLX7601 ,0.000000
CLX7602 ,0.000000
CLX7603 ,0.000000
CLX7604 ,0.000000
CLX7605 ,0.000000
CLX7606 ,0.000000
CLX7607 ,0.000000
CLX7611 ,0.000000
CLX7612 ,0.000000
CLX7613 ,0.000000
CLX7614 ,0.000000
CLX7615 ,0.000000
CLX7616 ,0.000000
CLX7617 ,0.000000
CLX7627 ,0.000000
CLX7631 ,0.000000
CLX7641 ,0.000000
CLX7645 ,0.000000
CLX7647 ,0.000000
CLX7651 ,0.000000
CLX7652 ,0.000000
CLX7656 ,0.000000
CLX7671 ,0.000000
CMBEISZA,-0.000162
CN4RB0ZA,0.002573
CNCMTL  ,-0.003191
CNCMWL  ,-0.000834
CNCSVM  ,0.000000
CNCSVN  ,0.000000
CNCSXK  ,0.000002
CNCSZL  ,0.000000
CNCSZN  ,0.000000
CNCSZT  ,0.000000
CNCTTQ  ,0.000000
CNFKQP  ,0.071578
CNFLQK  ,0.000000
CNFLQL  ,0.000000
CNFLQM  ,0.000000
CNFLVL  ,0.004512
CNFLVR  ,0.006689
CNFLVS  ,-0.003855
CNFLVT  ,-0.004264
CNFLZL  ,0.000000
CNFLZQ  ,0.000000
CNFLZR  ,0.000000
CNFLZT  ,0.000000
CNFMRR  ,0.000000
CNFMRS  ,0.000000
CNFMRT  ,0.000000
CNFMSK  ,0.009949
CNFMUP  ,0.001705
CNFMUQ  ,0.000198
CNFMUR  ,-0.002281
CNFNSM  ,0.000916
CNFNSN  ,0.000000
CNFNSP  ,0.000000
CNFNSQ  ,0.000000
CNFNSS  ,0.000000
CNFNST  ,0.000000
CNFNUL  ,0.000000
CNFNUM  ,0.001643
CNFNUN  ,0.000978
CNFNUP  ,-0.000001
CNFNUQ  ,0.000000
CNFNUR  ,0.000000
CNFNUS  ,0.000000
CNFNUT  ,0.000000
CNFNVS  ,0.000000
CNFNVT  ,0.000000
CNFNXM  ,0.008591
CNFNXN  ,0.006666
CNFNXP  ,0.004804
CNFNXQ  ,0.001545
CNFNYR  ,0.000002
CNFNYS  ,-0.006399
CNFNYT  ,-0.000857
CNFNZK  ,0.004165
CNFNZL  ,0.003443
CNFNZM  ,0.001839
CNFNZP  ,0.000000
CNFORQ  ,-0.000933
CNFOSR  ,0.001966
CNFOSS  ,0.000000
CNFOST  ,0.000000
CNFOTT  ,0.000000
CNFOXP  ,0.000000
CNFOZK  ,0.007478
CNFOZL  ,0.004043
CNFOZM  ,0.010497
CNFOZN  ,0.004804
CNFOZS  ,0.000000
CNFPQK  ,0.011758
CNFPQL  ,0.009947
CNFPQP  ,0.000000
CNFPQQ  ,0.008166
CNFPTK  ,0.016181
CNFPTL  ,0.006504
CNFPTM  ,0.000000
CNFPTN  ,0.000000
CNFPTP  ,0.000000
CNFPVL  ,0.003626
CNFPVM  ,0.004016
CNFPVN  ,0.005857
CNFPWS  ,0.000000
CNFPWT  ,0.000000
CNFPXM  ,0.000000
CNFPXN  ,0.003335
CNFPXP  ,0.000000
CNFPYL  ,0.004755
CNFPYM  ,0.007272
CNFPYN  ,0.002314
CNFPZL  ,0.000000
CNFPZM  ,0.000000
CNFQUL  ,0.009813
CNFQUM  ,0.027405
CNFQUN  ,0.004345
CNFQUP  ,0.000000
CNFQWQ  ,0.000000
CNFQWR  ,0.000000
CNFQWS  ,0.000000
CNFQWT  ,0.000000
CNFQXK  ,-0.000002
CNFQXL  ,0.000000
CNFQXM  ,0.000000
CNFQXN  ,-0.000005
CNFQXP  ,0.000000
CNFQYS  ,0.000000
CNFQYT  ,0.000000
CNFQZK  ,0.000000
CNFQZL  ,0.000000
CNFQZN  ,0.000000
CNFQZP  ,0.000000
CNFQZQ  ,0.000000
CNFQZR  ,0.008912
CNFRSL  ,0.000000
CNFRSM  ,0.000000
CNFRWP  ,0.000000
CNFRWQ  ,-0.000002
CNFRWR  ,0.000000
CNGLRL  ,0.000000
CNGNQQ  ,0.000000
CNGNQS  ,0.019505
CNGNQT  ,0.000000
CNGOWP  ,0.000000
CNGOWQ  ,0.000000
CNGOXQ  ,0.000000
CNGOXR  ,0.000000
CNGOXS  ,0.000000
CNGOYK  ,0.000000
CNGOYL  ,0.000000
CNGOYN  ,0.000000
CNJCA110,-0.000355
CNJCA111,-0.027608
CNJCA112,-0.012851
CNJCA113,-0.016831
CNJCA114,-0.005056
CNJCA115,-0.011756
CNJCA116,0.004103
CNJCA117,0.000523
CNJCA118,-0.015229
CNJCA119,-0.016180
CNJCA120,-0.013456
CNJCA121,-0.035280
CNJCA122,-0.015346
CNJCA123,-0.008461
CNNCA001,0.003598
CNNCA002,0.085231
COHUISZA,0.012742
CPUEISJA,0.020185
CQ1MILBA,0.010555
CQ4YCNJA,-0.001790
CQHFJGRA,0.013801
CR4UOFZA,0.017171
CRQVJGBA,0.008507
CRSSSOZA,0.004614
CRTAOHJA,-0.000096
CSAVDIRA,0.014763
CSHVGCZA,0.012433
CSTDB3JA,0.002367
CSYEOFZA,0.016479
CTKIR5BA,-0.005340
CTM1022 ,0.000000
CTM1024 ,0.000000
CTQHPBRA,0.000091
CTUFGCJA,0.016477
CTYUISZA,0.000306
CU50JFRA,0.004038
CUBUISZA,-0.001674
CUDTSWBA,0.000414
CUF0XHZA,0.000091
CUGRP1ZA,0.001862
CUV2MKBA,0.001123
CVCEISJA,0.001466
CVDUILRA,0.000018
CW4DP1BA,0.002516
CWBENWZA,-0.000076
CWJMXBJA,0.015049
CWKFVRBA,0.017151
CWM0JFRA,0.010010
CWOJBCJA,-0.000017
CWPDTWZA,0.000912
CWRFVSZA,-0.003337
CX2ENVBA,0.008899
CXA8001 ,0.000000
CXA8002 ,0.000000
CXFMHCBA,0.001553
CXHENVBA,0.005511
CXL0JFBA,0.013585
CXYEILJA,0.001089
CY2YR5BA,0.000007
CYHRAYZA,0.003876
CYWDB3JA,0.001505
CYYVGCRA,0.014585
CZAFGCRA,0.013820
CZZIB4ZA,0.013020
D02UR3JA,0.000000
D0WYR4BA,-0.003401
D14VJGRA,-0.005536
D1VVJGRA,0.001162
D1WEOHBA,0.014313
D24RA0BA,0.001379
D2NYR5BA,-0.001570
D2WMGARA,0.004524
D2ZEISZA,0.018323
D32UISJA,-0.009614
D35WWEZA,0.017366
D3PBEPZA,0.003821
D3VICKRA,0.013150
D4CVGCRA,0.016475
D4YUOFZA,0.017192
D50LFRJA,0.012772
D52EISZA,0.006795
D5BYR5BA,0.003245
D5DYWBJA,0.019063
DAAG44RA,-0.004926
DAHTYARA,0.001266
DAKRZCZA,0.007485
DAL55   ,0.000000
DAQUISZA,0.004960
DBSUILRA,0.000083
DBVUISJA,0.000913
DC3KJFRA,0.008529
DC3VVRBA,0.009156
DC4HOEZA,0.027584
DCG0JFRA,-0.006024
DCQENWZA,0.000133
DD5UILJA,0.001886
DDMGXZBA,0.010763
DDVZQTJA,-0.000961
DDWENVBA,0.011290
DEEGUWBA,0.013588
DELWUWBA,-0.003029
DEWRYYZA,0.002631
DFEBSJBA,0.001249
DG1GUWBA,0.023580
DGC0ZBRA,0.011407
DGNXL5RA,0.018127
DHAH55BA,-0.009032
DHDXLIRA,0.005856
DHJTEEBA,0.000573
DHMXR2ZA,0.011076
DIBUNVBA,0.007618
DIHUILRA,0.000000
DIJX1DJA,-0.007839
DIZBPOJA,0.000470
DJBXLIJA,0.000305
DJCENWZA,0.008734
DJEEILRA,0.001826
DJMWUWRA,0.011607
DK5WUWRA,0.009287
DKF2WTRA,0.014690
DKHEILJA,0.014639
DKJENWZA,0.009898
DKSGUWRA,0.007485
DLGYNEZA,-0.010693
DLH1540 ,0.000000
DLH1541 ,0.000000
DLH1542 ,0.000000
DLH1543 ,0.000000
DLH1544 ,0.000000
DLH1546 ,0.000000
DLH1547 ,0.000000
DLH1590 ,0.000000
DLH1591 ,0.000000
DLH1595 ,0.000000
DLH2574 ,0.000000
DLH2575 ,0.000000
DLH340  ,0.000000
DLH341  ,0.000000
DLH344  ,0.000000
DLH345  ,0.000000
DLH506  ,0.000000
DLH507  ,0.000000
DLH507D ,0.000000
DLH509  ,0.000000
DLH510  ,0.000000
DLH511  ,0.000000
DLH9921 ,0.000000
DLQUILRA,0.007936
DMNF0FJA,0.004440
DN1YR4BA,0.005794
DNIYCNJA,-0.000017
DNPXPBJA,0.000046
DNSHPBRA,-0.000057
DOPIR4BA,0.001319
DORRPDZA,0.009095
DP5HPBJA,-0.000043
DPLUOHBA,0.016388
DQ40GBJA,0.000000
DQ4DPMJA,0.003966
DQPFAXBA,0.006962
DQWGUWBA,0.016967
DQXDTPJA,0.001967
DRAMSCJA,0.000004
DSBAPKRA,0.000282
DSEINEJA,-0.004868
DSKWUWBA,0.023656
DSWRSKZA,0.008209
DTA702  ,0.000000
DTA703  ,0.000000
DTA745  ,0.000000
DTA746  ,0.000000
DTA747  ,0.000000
DTA748  ,0.000000
DTA7682 ,0.000000
DUSSB5ZA,0.003112
DVBVJGBA,0.003286
DVFHVNRA,0.000672
DVPUOFZA,0.024178
DX4FGCRA,0.013197
DXFFGCJA,0.013335
DXJUISZA,-0.001365
DYEAPKRA,0.000541
DYGDYFBA,-0.006141
DYHTFEZA,0.000692
DYP0Z2ZA,0.000155
DYTYCUZA,0.001996
DYUV0FJA,0.004764
DZOIR4BA,-0.004424
E01XL5ZA,0.021102
E05UNWZA,0.009131
E0KXLIZA,0.004579
E0LJMSBA,0.000238
E0LUILJA,0.004634
E0MWUWJA,0.006886
E11UDQBA,0.001300
E1EGUWRA,0.016683
E1GJRYRA,-0.000460
E1OINEZA,-0.003366
E2EHR2ZA,0.011497
E2HCZMRA,-0.001601
E31CATJA,-0.000155
E3DYR4BA,0.001775
E3FL3ERA,0.000472
E3IYR4RA,0.003981
E41YR4RA,0.004004
E5QYZFRA,-0.010093
EANUOHBA,0.016510
EBDVGCZA,0.010972
EBHJLKJA,0.000381
EBLEIRBA,0.000000
EC3EOHBA,0.014659
ECDFJGRA,0.007971
ECFIR4BA,-0.001485
ECQMDDRA,0.000785
ECUIFERA,0.012156
ECZGWTRA,0.000000
ED3UIRBA,-0.001953
EDLFGCJA,0.012262
EDNCOHBA,0.005082
EDW90   ,0.000000
EDW91   ,0.000000
EE5UISZA,0.004933
EEALR4RA,-0.000084
EECH1DZA,0.009999
EEESELRA,0.000009
EEJZBCZA,-0.000131
EEWCBMRA,0.004323
EEXKJFJA,0.014332
EEXVVRRA,0.008408
EFEENVRA,0.013427
EFLUNVRA,0.002075
EFNUILZA,0.001478
EFXEISJA,0.000178
EFY0JFBA,0.018293
EG5ENWZA,0.001386
EGAUILJA,-0.000124
EGHUISJA,-0.002404
EGPFVRRA,-0.000013
EH5SSIJA,-0.002105
EHD1WAZA,0.012640
EHDRETBA,0.003261
EHLUISJA,-0.006873
EIEMW4BA,0.012806
EIPV21RA,0.011565
EIQFGCJA,0.014384
EJ0UIRBA,-0.000627
EJBX1IBA,0.007354
EK4EISZA,0.009122
EKLYCKRA,0.000000
EL20JFJA,0.012776
ELG2MKRA,-0.000569
EM4EILRA,-0.000079
EM5F2QRA,-0.001472
EMDENVBA,0.004869
EMLXLIZA,-0.012818
EMN0JFBA,-0.005776
EMNWUWJA,0.009703
EMYENVBA,0.013908
EN3ENWZA,0.004966
ENGUNWZA,0.009996
ENOGUWRA,0.007302
ENWTERJA,0.009087
ENYHLIJA,-0.004374
EO0JMSBA,0.000000
EO0UILJA,0.001297
EO2YNGBA,-0.003860
EOEYF2BA,0.015925
EOGWUWJA,0.027583
EP1YNEZA,-0.008131
EPRUDQRA,0.000245
EPRWUWRA,0.008107
EPSEILRA,0.000795
EQ3YC1BA,-0.000648
EQGSOHBA,-0.001244
EQYEISZA,0.000244
EQZUILJA,0.000026
ER0EILRA,0.000668
ERE1CDJA,0.024529
ERJ0JFBA,0.016100
ERNH1DJA,0.000590
ERR0JFRA,-0.002219
ERSEILZA,0.003805
ERSXOEZA,0.007104
ERWENVRA,0.000896
ES3ENVRA,0.007100
ES5CYGRA,0.003233
ESAEISJA,-0.007164
ESL2MKBA,0.000185
ESXCSSBA,0.004356
ET0UNVBA,0.013933
ET3506  ,0.000000
ET3807  ,0.000000
ETD2001 ,0.000000
ETD2076 ,0.000000
ETD2077 ,0.000000
ETD8195 ,0.000000
ETD9632 ,0.000000
ETD9833 ,0.000000
ETH2506 ,0.000000
ETH2507 ,0.000000
ETH3501 ,0.000000
ETH3503 ,0.000000
ETH3504 ,0.000000
ETH3505 ,0.000000
ETH3506 ,0.000000
ETH3507 ,0.000000
ETH3508 ,0.000000
ETH3509 ,0.000000
ETH3528 ,0.000000
ETH3529 ,0.000000
ETH3607 ,0.000000
ETH3650 ,0.000000
ETH3651 ,0.000000
ETH3739 ,0.000000
ETH3806 ,0.000000
ETH3807 ,0.000000
ETH3906 ,0.000000
ETH3907 ,0.000000
ETH3913 ,0.000000
ETH3915 ,0.000000
ETH3939 ,0.000000
ETH506  ,0.000000
ETH507  ,0.000000
ETH507Z ,0.000000
ETH8301 ,0.000000
ETH8302 ,0.000000
ETH8399 ,0.000000
ETH8801 ,0.000000
ETH8810 ,0.000000
ETMUILZA,-0.000082
ETZGUWJA,0.001721
EU0001  ,0.002494
EU0004  ,0.006498
EU0009  ,0.015142
EU0010  ,0.011307
EU0011  ,-0.001275
EU0012  ,0.006597
EU0013  ,0.017248
EU0015  ,0.013970
EU0016  ,0.012191
EU0019  ,0.013841
EU0020  ,0.005432
EU0040  ,-0.004568
EU0041  ,0.021620
EU0043  ,0.025143
EU0047  ,0.044238
EU0083  ,0.013628
EU0090  ,0.018163
EU0091  ,-0.002642
EU0102  ,0.017078
EU0104  ,-0.003480
EU0122  ,-0.000330
EU0129  ,0.007332
EU0131  ,0.014440
EU0132  ,0.018565
EU0133  ,0.015118
EU0135  ,-0.003008
EU0136  ,0.015421
EU0137  ,0.001203
EU0139  ,0.014310
EU0141  ,0.006806
EU0144  ,-0.006537
EU0145  ,0.016927
EU0146  ,0.001037
EU0147  ,0.004478
EU0149  ,0.012273
EU0150  ,0.005355
EU0151  ,0.002355
EU0157  ,0.011472
EU0159  ,0.016627
EU0160  ,0.004793
EU0162  ,0.015711
EU0163  ,-0.012242
EU0165  ,0.023201
EU0166  ,0.007573
EU0167  ,0.010582
EU0168  ,-0.006397
EU0169  ,0.020615
EU0172  ,-0.003348
EU0174  ,0.013555
EU0178  ,0.005471
EU0180  ,0.000054
EU0183  ,0.017792
EU0184  ,-0.001712
EU0185  ,0.004409
EU0186  ,0.015352
EU0187  ,0.009865
EU0188  ,0.013237
EU0189  ,0.002736
EU0190  ,0.006747
EU0191  ,0.014458
EU0192  ,0.020021
EU0193  ,0.011817
EU0194  ,0.004876
EU0195  ,0.005543
EU0196  ,0.005894
EU0198  ,0.001506
EU0199  ,0.004837
EU0205  ,0.006389
EU0207  ,0.007943
EU0208  ,-0.003771
EU0210  ,0.004910
EU0216  ,0.006521
EU0223  ,0.000000
EU0225  ,0.000000
EU0227  ,0.000000
EU0228  ,0.013602
EU0229  ,0.017729
EU0230  ,-0.003306
EU0231  ,0.010371
EU0232  ,0.011643
EU0235  ,0.007587
EU0236  ,0.001207
EU0238  ,0.006720
EU0239  ,0.021286
EU0246  ,0.018329
EU0248  ,0.006569
EU0253  ,0.000000
EU0260  ,0.024535
EU0261  ,-0.007366
EU0262  ,-0.007597
EU0266  ,0.003725
EU0268  ,0.011546
EU0269  ,0.005598
EU0270  ,0.001256
EU0271  ,0.009176
EU0272  ,-0.002450
EU0273  ,0.015024
EU0275  ,0.004036
EU0277  ,0.019942
EU0278  ,0.011889
EU0280  ,0.000542
EU0282  ,0.002673
EU0284  ,0.011744
EU0286  ,0.018671
EU0287  ,0.006653
EU0288  ,0.001049
EU0295  ,0.011730
EU0298  ,0.018476
EU0301  ,0.009246
EU0302  ,0.013416
EU0304  ,0.018928
EU0316  ,0.002984
EU0317  ,0.005142
EU0318  ,0.014606
EU0319  ,0.014553
EU0322  ,0.014108
EU0323  ,0.023847
EU0326  ,0.014500
EU0327  ,0.010567
EU0328  ,-0.020115
EU0329  ,0.012432
EU0331  ,0.012049
EU0333  ,0.017035
EU0334  ,0.001096
EU0340  ,0.015874
EU0344  ,-0.000509
EU0346  ,-0.000265
EU0348  ,-0.000880
EU0349  ,-0.001455
EU0352  ,-0.001508
EU0353  ,-0.001661
EU0355  ,0.000825
EU0358  ,0.000061
EU0359  ,0.007111
EU0360  ,0.000480
EU0361  ,0.025842
EU0362  ,0.009739
EU0364  ,0.007728
EU0365  ,-0.021391
EU0370  ,0.006687
EU0383  ,-0.003441
EU0384  ,-0.001051
EU0386  ,0.010405
EU0387  ,-0.000150
EU0388  ,0.005449
EU0389  ,-0.004832
EU0391  ,-0.026734
EU0395  ,0.002338
EU0396  ,0.019713
EU0397  ,0.005447
EU0398  ,0.025025
EU0399  ,0.039426
EU0400  ,0.007859
EU0401  ,-0.002057
EU0403  ,0.018735
EU0404  ,0.011097
EU0406  ,0.009681
EU0407  ,0.000250
EU0408  ,0.007102
EU0409  ,-0.000482
EU0410  ,0.009593
EU0412  ,0.011166
EU0414  ,0.008557
EU0415  ,-0.002985
EU0416  ,0.006622
EU0417  ,0.020727
EU0418  ,0.074971
EU0420  ,0.003054
EU0422  ,0.002836
EU0423  ,0.002591
EU0424  ,0.012896
EU0425  ,0.014050
EU0426  ,-0.018650
EU0427  ,0.002500
EU0428  ,0.038948
EU0429  ,0.008853
EU0430  ,-0.000131
EU0433  ,0.016483
EU0434  ,0.024728
EU0436  ,0.018269
EU0437  ,0.028649
EU0438  ,0.034406
EU0439  ,0.024536
EU0440  ,0.021585
EU0441  ,0.007051
EU0443  ,0.013197
EU0444  ,0.003057
EU0446  ,0.016508
EU0447  ,0.014257
EU0448  ,0.001429
EU0449  ,0.007641
EU0450  ,0.006037
EU0453  ,0.007893
EU0454  ,0.016346
EU0459  ,0.013878
EU0460  ,0.020887
EU0461  ,0.010116
EU0462  ,0.011393
EU0463  ,0.012886
EU0464  ,0.005651
EU0465  ,0.000701
EU0467  ,0.000000
EU0468  ,0.014091
EU0469  ,0.000000
EU0470  ,-0.016350
EU0471  ,0.000273
EU0473  ,0.033980
EU0474  ,0.026464
EU0485  ,0.004845
EU0486  ,0.008088
EU0487  ,0.004686
EU0488  ,0.005964
EU0489  ,0.003605
EU0510  ,0.026323
EU0514  ,0.013249
EU0515  ,0.017659
EU0516  ,0.010135
EU0517  ,0.007332
EU0518  ,0.004246
EU0519  ,0.006942
EU0521  ,0.001084
EU0523  ,0.001070
EU0525  ,0.008825
EU0526  ,0.016990
EU0527  ,0.010705
EU0528  ,0.005878
EU0529  ,0.014300
EU0530  ,0.004590
EU0531  ,0.033938
EU0532  ,0.029295
EU0533  ,0.022269
EU0534  ,0.023845
EU0535  ,0.013031
EU0537  ,0.027859
EU0538  ,0.022781
EU0539  ,0.026070
EU0540  ,0.008374
EU0541  ,0.021765
EU0543  ,0.027996
EU0544  ,0.015606
EU0545  ,0.028182
EU0546  ,0.010471
EU0547  ,0.029198
EU0548  ,0.033798
EU0549  ,0.023923
EU0551  ,0.000000
EU0554  ,0.007679
EU0555  ,0.034815
EU0556  ,0.015928
EU0557  ,0.017400
EU0559  ,0.024352
EU0564  ,0.004516
EU0565  ,-0.000563
EU0566  ,0.000000
EU0567  ,0.000000
EU0569  ,0.017496
EU0570  ,0.016667
EU0571  ,0.014346
EU0572  ,0.000786
EU0573  ,0.005070
EU0575  ,0.016903
EU0577  ,0.011104
EU0578  ,0.000290
EU0580  ,-0.002405
EU0581  ,0.006231
EU0602  ,0.025749
EU0603  ,0.024051
EU0604  ,0.001210
EU0606  ,0.019208
EU0607  ,0.004500
EU0609  ,0.004145
EU0610  ,0.016228
EU0611  ,0.007374
EU0612  ,0.019685
EU0613  ,0.023536
EU0614  ,-0.002722
EU0615  ,0.021106
EU0616  ,0.014382
EU0617  ,0.009027
EU0618  ,0.013003
EU0619  ,0.015594
EU0621  ,0.012272
EU0622  ,0.028769
EU0623  ,0.006831
EU0624  ,-0.002187
EU0626  ,0.009568
EU0627  ,0.005484
EU0628  ,0.025007
EU0630  ,0.011041
EU0633  ,0.021709
EU0634  ,0.013061
EU0636  ,0.005741
EU0637  ,0.017201
EU0638  ,0.016682
EU0639  ,0.008809
EU0640  ,-0.013516
EU0641  ,0.021681
EU0643  ,0.019762
EU0644  ,0.015392
EU0645  ,0.017374
EU0647  ,0.010371
EU0648  ,0.011031
EU0649  ,0.027964
