MetaData/stationIdentification,BiasCoefficientValue/ascentSquaredPredictor
AXM5130 ,0.000000
AXM5131 ,0.000000
AXM5133 ,0.000000
AXM5134 ,0.000000
AXM5135 ,0.000000
AXM5136 ,0.000000
AXM5137 ,0.000000
AXM5138 ,0.000000
AXM5139 ,0.000000
AXM5140 ,0.000000
AXM5141 ,0.000000
AXM5142 ,0.000000
AXM5143 ,0.000000
AXM5144 ,0.000000
AXM5172 ,0.000000
AXM5173 ,0.000000
AXM5174 ,0.000000
AXM5175 ,0.000000
AXM5188 ,0.000000
AXM5189 ,0.000000
AXM5193 ,0.000000
AXM5194 ,0.000000
AXM5195 ,0.000000
AXM5196 ,0.000000
AXM5197 ,0.000000
AXM5198 ,0.000000
AXM5199 ,0.000000
AXM5302 ,0.000000
AXM5322 ,0.000000
AXM5323 ,0.000000
AXM5326 ,0.000000
AXM5345 ,0.000000
AXM5346 ,0.000000
AXM5640 ,0.000000
AXM5641 ,0.000000
AXM5644 ,0.000000
AXM5645 ,0.000000
AXM5646 ,0.000000
AXM5651 ,0.000000
AXM5652 ,0.000000
AXM5740 ,0.000000
AXM5741 ,0.000000
AXM5742 ,0.000000
AXM5743 ,0.000000
AXM5744 ,0.000000
AXM5745 ,0.000000
AXM5746 ,0.000000
AXM5747 ,0.000000
AXM5748 ,0.000000
AXM5749 ,0.000000
AXM5751 ,0.000000
AXM5752 ,0.000000
AXM582  ,0.000000
AXM583  ,0.000000
AXM596  ,0.000000
AXM740  ,0.000000
AXM9192 ,0.000000
AXM9340 ,0.000000
AXM9820 ,0.000000
AXM9821 ,0.000000
AXY3120 ,0.000000
AYJYR4JA,0.001458
AYZYR4RA,0.000140
AZ0IR4BA,-0.000263
AZA674  ,0.000000
AZA675  ,0.000000
AZA680  ,0.000000
AZA681  ,0.000000
AZA8019 ,0.000000
AZA9400 ,0.000000
AZA9410 ,0.000000
AZA9460 ,0.000000
AZA9462 ,0.000000
AZA9463 ,0.000000
AZA9464 ,0.000000
AZA9465 ,0.000000
AZA9466 ,0.000000
AZA9467 ,0.000000
AZA9468 ,0.000000
AZA9469 ,0.000000
AZA9483 ,0.000000
AZA9484 ,0.000000
AZA9487 ,0.000000
AZA9489 ,0.000000
AZA9497 ,0.000000
AZBIR4RA,0.003392
AZU4451 ,0.000000
AZU8750 ,0.000000
AZU8751 ,0.000000
AZU9750 ,0.000000
AZU9751 ,0.000000
AZU9840 ,0.000000
AZU9995 ,0.000000
AZU9996 ,0.000000
AZU9997 ,0.000000
AZU9998 ,0.000000
AZWDWDZA,0.001870
B0IYBYJA,0.000753
B0XGUWJA,-0.002507
B1IWUWRA,-0.001494
B2MIR4RA,0.001001
B3LIR4BA,-0.000624
B4HXPBJA,0.000679
B4RSV4RA,0.000259
B5YBB5JA,0.000000
B5YMILRA,0.000969
BA246   ,0.000000
BAILYSZA,0.000515
BAW2263 ,0.000000
BAW244  ,0.000000
BAW244D ,0.000000
BAW244F ,0.000000
BAW245  ,0.000000
BAW246  ,0.000000
BAW247  ,0.000000
BAW248  ,0.000000
BAW249  ,0.000000
BAW250  ,0.000000
BAW251  ,0.000000
BAW254  ,0.000000
BAW25K  ,0.000000
BAW3576 ,0.000000
BAW3577 ,0.000000
BAW3582 ,0.000000
BAW3583 ,0.000000
BAW3584 ,0.000000
BAW3585 ,0.000000
BAW9601 ,0.000000
BBLFGCZA,-0.000206
BBSWYPJA,-0.000003
BBYVALZA,-0.000018
BCEGIVJA,0.000392
BCFEOHBA,0.000381
BCNVJGRA,0.004463
BD5V21RA,0.000000
BDHRZBRA,0.000174
BE10JFJA,-0.000427
BEUUNVBA,-0.000007
BEZI1QZA,0.000033
BFIUNVRA,-0.001249
BFS1P3RA,0.001459
BFTGUWZA,0.000865
BFY078P ,0.000000
BFY125R ,0.000000
BFY206R ,0.000000
BFY296R ,0.000000
BFY299R ,0.000000
BFY713R ,0.000000
BFZKFXJA,-0.000183
BG0CBMJA,0.000763
BGXEISZA,0.000094
BGXIENZA,0.000766
BHAKJFRA,0.001749
BHDENVRA,-0.002864
BHVEILJA,0.000000
BIACPUZA,0.000113
BIFDEPJA,0.000392
BIVEIRBA,-0.005401
BJCUIRBA,-0.000110
BJLRBZBA,0.000019
BJSUISZA,-0.003855
BJZIOZBA,0.000605
BKGEISZA,-0.004988
BL5UIRBA,0.000114
BLNHQVRA,0.000628
BLSEIRBA,0.000673
BLSH1DZA,-0.002715
BLXYC1RA,-0.000056
BM1CO5RA,0.000255
BMNUNVBA,-0.002030
BMOYH5RA,0.000160
BMRUILZA,-0.002421
BNSBTSRA,0.000888
BNSEILJA,-0.001685
BNUINGBA,0.005082
BNVXLIZA,-0.000211
BOCUILJA,-0.000538
BODHLIZA,-0.000538
BOFGUWJA,-0.002694
BOGUNVBA,-0.000149
BOOGUWJA,-0.003779
BOV6790 ,0.000000
BOV776  ,0.000000
BOV777  ,0.000000
BOV779  ,0.000000
BOV9791 ,0.000000
BOZEILJA,0.000014
BPCWUWRA,-0.002945
BPFKGBZA,0.000090
BPIGE1ZA,0.010385
BPZGUWRA,-0.000457
BQFKJFJA,-0.000452
BQOKJFJA,0.000264
BQOVVRRA,-0.003241
BQRBBZBA,0.001720
BR0UNVRA,-0.001357
BR2UILZA,0.000118
BRRUNVRA,-0.001898
BRS03   ,0.000000
BRU2024 ,0.000000
BSGUISZA,-0.001212
BSREILJA,-0.000003
BSTXQVBA,0.001969
BT42WTJA,0.000949
BTCCPNJA,0.000275
BTEUILJA,0.000000
BTSX1DZA,-0.001230
BUYGUWRA,-0.001874
BV0TTQJA,0.000456
BVAXLIJA,-0.001609
BVR40   ,0.000000
BVR50   ,0.000000
BVR70   ,0.000000
BVR900  ,0.000000
BVXHR4BA,-0.000115
BWP0FXBA,-0.000026
BWWUOGBA,0.001310
BXWMISJA,0.000495
BY0XLIZA,0.005396
BY2WUWJA,0.002514
BY5UNVBA,-0.002257
BYEEILZA,-0.001706
BYHWUWJA,0.000221
BYNRSQJA,-0.000444
BYSENVBA,-0.002694
BYTYCMZA,-0.000029
BZ1VYWJA,0.000864
BZ1WUWRA,-0.000105
BZDEILJA,-0.001171
BZFINGBA,-0.000147
BZFSA2ZA,0.000159
BZLSFFJA,-0.000618
C0AEISZA,-0.002111
C0HMW2ZA,0.000685
C1FEISJA,-0.004568
C1GH1DZA,-0.005392
C1QYR5BA,-0.000388
C24UILJA,-0.002726
C2SXQWJA,0.001254
C2WQTRRA,0.000000
C3FEILBA,-0.000008
C3HYFXZA,0.000789
C3LRO3RA,-0.004307
C3OGIJZA,0.001167
C3VWUWRA,-0.002375
C3WLSZBA,0.000163
C3ZSTSJA,0.000697
C41ENWZA,-0.001747
C42HLIJA,-0.001666
C4QUNWZA,-0.000623
C4YGUWRA,-0.001451
C4YKJGZA,0.004266
C4ZL3RZA,0.000000
C51HLIRA,0.002295
C53GUWBA,-0.003848
C5AAUVRA,0.000000
C5BJMQZA,0.000092
C5BMXYBA,-0.000032
C5BUILRA,0.000461
C5VUNWJA,-0.001006
C5YKGBJA,0.000176
CA0WUWBA,-0.001537
CAG0GBJA,0.000378
CARWUWBA,-0.001874
CBCGUWBA,-0.004180
CBXHPBZA,0.000036
CCA042  ,0.000000
CCVHLIJA,0.008125
CCWKGBJA,0.000000
CDBLZ2BA,0.002391
CDGXR2ZA,-0.002031
CDSXLIRA,0.000299
CESIR4BA,0.000411
CETL2PBA,-0.000333
CEYBV2JA,0.000184
CFJFJGBA,0.004111
CFRHPBRA,0.000479
CG5UOFZA,-0.001545
CGCEOHBA,0.000599
CGCQOHZA,0.000188
CGRVJGBA,0.000011
CGWVGCZA,0.000767
CHA1YLJA,0.000000
CHJVGCJA,0.000704
CIIXPBJA,-0.000039
CJOBB5RA,0.000442
CJRYR4RA,0.000940
CKBF3JJA,0.000665
CKBIGFZA,-0.000302
CKHSYBBA,-0.010745
CKOIR4RA,0.002553
CLX6661 ,0.000000
CLX6673 ,0.000000
CLX7601 ,0.000000
CLX7602 ,0.000000
CLX7603 ,0.000000
CLX7604 ,0.000000
CLX7605 ,0.000000
CLX7606 ,0.000000
CLX7607 ,0.000000
CLX7611 ,0.000000
CLX7612 ,0.000000
CLX7613 ,0.000000
CLX7614 ,0.000000
CLX7615 ,0.000000
CLX7616 ,0.000000
CLX7617 ,0.000000
CLX7627 ,0.000000
CLX7631 ,0.000000
CLX7641 ,0.000000
CLX7645 ,0.000000
CLX7647 ,0.000000
CLX7651 ,0.000000
CLX7652 ,0.000000
CLX7656 ,0.000000
CLX7671 ,0.000000
CMBEISZA,0.000065
CN4RB0ZA,0.001021
CNCMTL  ,0.002099
CNCMWL  ,0.004206
CNCSVM  ,0.000000
CNCSVN  ,0.000000
CNCSXK  ,-0.000067
CNCSZL  ,0.000000
CNCSZN  ,0.000000
CNCSZT  ,0.000000
CNCTTQ  ,0.000000
CNFKQP  ,-0.003528
CNFLQK  ,0.000000
CNFLQL  ,0.000000
CNFLQM  ,0.000000
CNFLVL  ,-0.000154
CNFLVR  ,0.000606
CNFLVS  ,0.001595
CNFLVT  ,0.005295
CNFLZL  ,0.000000
CNFLZQ  ,0.000000
CNFLZR  ,0.000000
CNFLZT  ,0.000000
CNFMRR  ,0.000000
CNFMRS  ,0.000000
CNFMRT  ,0.000000
CNFMSK  ,0.000738
CNFMUP  ,0.000786
CNFMUQ  ,0.002713
CNFMUR  ,0.000733
CNFNSM  ,0.000334
CNFNSN  ,0.000000
CNFNSP  ,0.000000
CNFNSQ  ,0.000000
CNFNSS  ,0.000000
CNFNST  ,0.000000
CNFNUL  ,0.000000
CNFNUM  ,-0.000361
CNFNUN  ,0.001312
CNFNUP  ,0.000052
CNFNUQ  ,0.000000
CNFNUR  ,0.000000
CNFNUS  ,0.000000
CNFNUT  ,0.000000
CNFNVS  ,0.000000
CNFNVT  ,0.000000
CNFNXM  ,0.000346
CNFNXN  ,0.002154
CNFNXP  ,0.001289
CNFNXQ  ,0.000440
CNFNYR  ,0.000108
CNFNYS  ,0.001626
CNFNYT  ,0.000325
CNFNZK  ,0.001051
CNFNZL  ,0.003323
CNFNZM  ,0.001215
CNFNZP  ,0.000000
CNFORQ  ,0.002072
CNFOSR  ,-0.000061
CNFOSS  ,0.000000
CNFOST  ,0.000000
CNFOTT  ,0.000000
CNFOXP  ,0.000000
CNFOZK  ,-0.000401
CNFOZL  ,0.001901
CNFOZM  ,-0.000503
CNFOZN  ,0.001416
CNFOZS  ,0.000000
CNFPQK  ,0.000437
CNFPQL  ,0.000729
CNFPQP  ,0.000000
CNFPQQ  ,0.001206
CNFPTK  ,0.001045
CNFPTL  ,0.000285
CNFPTM  ,0.000000
CNFPTN  ,0.000000
CNFPTP  ,0.000000
CNFPVL  ,-0.000944
CNFPVM  ,-0.000584
CNFPVN  ,0.001512
CNFPWS  ,0.000000
CNFPWT  ,0.000000
CNFPXM  ,0.000000
CNFPXN  ,0.001623
CNFPXP  ,0.000000
CNFPYL  ,0.001208
CNFPYM  ,0.000616
CNFPYN  ,0.001608
CNFPZL  ,0.000000
CNFPZM  ,0.000000
CNFQUL  ,0.000740
CNFQUM  ,-0.001916
CNFQUN  ,0.000697
CNFQUP  ,0.000000
CNFQWQ  ,0.000000
CNFQWR  ,0.000000
CNFQWS  ,0.000000
CNFQWT  ,0.000000
CNFQXK  ,0.000074
CNFQXL  ,0.000000
CNFQXM  ,0.000000
CNFQXN  ,0.000242
CNFQXP  ,0.000000
CNFQYS  ,0.000000
CNFQYT  ,0.000000
CNFQZK  ,0.000000
CNFQZL  ,0.000000
CNFQZN  ,0.000000
CNFQZP  ,0.000000
CNFQZQ  ,0.000000
CNFQZR  ,-0.000723
CNFRSL  ,0.000000
CNFRSM  ,0.000000
CNFRWP  ,0.000000
CNFRWQ  ,-0.000225
CNFRWR  ,0.000000
CNGLRL  ,0.000000
CNGNQQ  ,0.000000
CNGNQS  ,0.000011
CNGNQT  ,0.000000
CNGOWP  ,0.000000
CNGOWQ  ,0.000000
CNGOXQ  ,0.000000
CNGOXR  ,0.000000
CNGOXS  ,0.000000
CNGOYK  ,0.000000
CNGOYL  ,0.000000
CNGOYN  ,0.000000
CNJCA110,0.004353
CNJCA111,0.005569
CNJCA112,0.005025
CNJCA113,0.004474
CNJCA114,0.001213
CNJCA115,0.003613
CNJCA116,0.000645
CNJCA117,0.001863
CNJCA118,0.004599
CNJCA119,0.003929
CNJCA120,0.005195
CNJCA121,0.008670
CNJCA122,0.005061
CNJCA123,0.005479
CNNCA001,-0.001224
CNNCA002,-0.014079
COHUISZA,-0.004705
CPUEISJA,-0.002095
CQ1MILBA,0.000599
CQ4YCNJA,-0.000515
CQHFJGRA,0.004203
CR4UOFZA,0.000985
CRQVJGBA,0.009478
CRSSSOZA,0.000953
CRTAOHJA,0.001942
CSAVDIRA,0.000805
CSHVGCZA,0.000710
CSTDB3JA,0.000185
CSYEOFZA,-0.001780
CTKIR5BA,0.000801
CTM1022 ,0.000000
CTM1024 ,0.000000
CTQHPBRA,0.000079
CTUFGCJA,0.000490
CTYUISZA,-0.000163
CU50JFRA,0.001217
CUBUISZA,0.000573
CUDTSWBA,0.000426
CUF0XHZA,-0.000022
CUGRP1ZA,0.000146
CUV2MKBA,-0.000102
CVCEISJA,-0.000166
CVDUILRA,-0.000002
CW4DP1BA,0.000376
CWBENWZA,0.000025
CWJMXBJA,0.000681
CWKFVRBA,-0.002058
CWM0JFRA,-0.000661
CWOJBCJA,0.000046
CWPDTWZA,0.000121
CWRFVSZA,0.001405
CX2ENVBA,-0.000687
CXA8001 ,0.000000
CXA8002 ,0.000000
CXFMHCBA,0.000643
CXHENVBA,-0.000984
CXL0JFBA,-0.000843
CXYEILJA,0.000049
CY2YR5BA,0.000006
CYHRAYZA,0.003592
CYWDB3JA,0.000165
CYYVGCRA,0.000205
CZAFGCRA,0.000159
CZZIB4ZA,0.000774
D02UR3JA,0.000000
D0WYR4BA,0.000847
D14VJGRA,0.013196
D1VVJGRA,0.006211
D1WEOHBA,0.000052
D24RA0BA,0.000702
D2NYR5BA,0.001009
D2WMGARA,-0.000528
D2ZEISZA,-0.001452
D32UISJA,0.003359
D35WWEZA,0.001739
D3PBEPZA,0.000438
D3VICKRA,0.001164
D4CVGCRA,0.000280
D4YUOFZA,0.000342
D50LFRJA,0.000488
D52EISZA,-0.001027
D5BYR5BA,-0.000996
D5DYWBJA,0.001919
DAAG44RA,-0.001604
DAHTYARA,0.000380
DAKRZCZA,0.001451
DAL55   ,0.000000
DAQUISZA,-0.000738
DBSUILRA,0.000001
DBVUISJA,-0.000021
DC3KJFRA,-0.000137
DC3VVRBA,-0.002942
DC4HOEZA,-0.010565
DCG0JFRA,0.001756
DCQENWZA,-0.000010
DD5UILJA,0.000208
DDMGXZBA,0.000510
DDVZQTJA,-0.000500
DDWENVBA,-0.000973
DEEGUWBA,-0.000553
DELWUWBA,-0.003733
DEWRYYZA,0.000250
DFEBSJBA,0.000087
DG1GUWBA,-0.001694
DGC0ZBRA,0.000476
DGNXL5RA,0.000914
DHAH55BA,-0.001233
DHDXLIRA,-0.001528
DHJTEEBA,0.000282
DHMXR2ZA,-0.000747
DIBUNVBA,-0.000649
DIHUILRA,0.000000
DIJX1DJA,0.000284
DIZBPOJA,0.000105
DJBXLIJA,-0.000233
DJCENWZA,-0.001073
DJEEILRA,0.000102
DJMWUWRA,-0.002486
DK5WUWRA,-0.000657
DKF2WTRA,0.000739
DKHEILJA,0.000317
DKJENWZA,-0.001897
DKSGUWRA,-0.000020
DLGYNEZA,0.002909
DLH1540 ,0.000000
DLH1541 ,0.000000
DLH1542 ,0.000000
DLH1543 ,0.000000
DLH1544 ,0.000000
DLH1546 ,0.000000
DLH1547 ,0.000000
DLH1590 ,0.000000
DLH1591 ,0.000000
DLH1595 ,0.000000
DLH2574 ,0.000000
DLH2575 ,0.000000
DLH340  ,0.000000
DLH341  ,0.000000
DLH344  ,0.000000
DLH345  ,0.000000
DLH506  ,0.000000
DLH507  ,0.000000
DLH507D ,0.000000
DLH509  ,0.000000
DLH510  ,0.000000
DLH511  ,0.000000
DLH9921 ,0.000000
DLQUILRA,-0.001550
DMNF0FJA,-0.000301
DN1YR4BA,0.001453
DNIYCNJA,0.000000
DNPXPBJA,0.000709
DNSHPBRA,0.000057
DOPIR4BA,0.000293
DORRPDZA,0.013072
DP5HPBJA,0.000021
DPLUOHBA,-0.000200
DQ40GBJA,0.000000
DQ4DPMJA,0.001153
DQPFAXBA,0.000906
DQWGUWBA,-0.002026
DQXDTPJA,0.000363
DRAMSCJA,0.000003
DSBAPKRA,0.000060
DSEINEJA,0.000292
DSKWUWBA,-0.002309
DSWRSKZA,0.001700
DTA702  ,0.000000
DTA703  ,0.000000
DTA745  ,0.000000
DTA746  ,0.000000
DTA747  ,0.000000
DTA748  ,0.000000
DTA7682 ,0.000000
DUSSB5ZA,0.005530
DVBVJGBA,0.003602
DVFHVNRA,0.000098
DVPUOFZA,-0.001147
DX4FGCRA,0.000444
DXFFGCJA,0.000884
DXJUISZA,0.000195
DYEAPKRA,0.008793
DYGDYFBA,0.004214
DYHTFEZA,0.000441
DYP0Z2ZA,-0.000011
DYTYCUZA,0.000189
DYUV0FJA,-0.000520
DZOIR4BA,0.000516
E01XL5ZA,-0.001179
E05UNWZA,-0.001389
E0KXLIZA,-0.001036
E0LJMSBA,0.000032
E0LUILJA,-0.000528
E0MWUWJA,0.000078
E11UDQBA,0.000040
E1EGUWRA,-0.001847
E1GJRYRA,-0.000225
E1OINEZA,0.001013
E2EHR2ZA,-0.000080
E2HCZMRA,0.000801
E31CATJA,0.001150
E3DYR4BA,-0.000395
E3FL3ERA,-0.000343
E3IYR4RA,0.000262
E41YR4RA,0.004190
E5QYZFRA,0.000870
EANUOHBA,-0.001309
EBDVGCZA,0.000336
EBHJLKJA,0.000085
EBLEIRBA,0.000000
EC3EOHBA,0.000802
ECDFJGRA,0.008961
ECFIR4BA,0.001936
ECQMDDRA,0.000019
ECUIFERA,0.001175
ECZGWTRA,0.000000
ED3UIRBA,-0.000248
EDLFGCJA,-0.000488
EDNCOHBA,0.005065
EDW90   ,0.000000
EDW91   ,0.000000
EE5UISZA,-0.000474
EEALR4RA,-0.000087
EECH1DZA,-0.004585
EEESELRA,-0.000442
EEJZBCZA,-0.000033
EEWCBMRA,0.004294
EEXKJFJA,-0.001070
EEXVVRRA,0.000266
EFEENVRA,-0.001693
EFLUNVRA,-0.001269
EFNUILZA,0.000235
EFXEISJA,0.000056
EFY0JFBA,-0.001452
EG5ENWZA,-0.000126
EGAUILJA,-0.000001
EGHUISJA,0.000347
EGPFVRRA,0.000695
EH5SSIJA,-0.001714
EHD1WAZA,0.000166
EHDRETBA,-0.001629
EHLUISJA,0.001122
EIEMW4BA,0.000902
EIPV21RA,0.001064
EIQFGCJA,0.000901
EJ0UIRBA,0.000192
EJBX1IBA,-0.002156
EK4EISZA,-0.004304
EKLYCKRA,0.000000
EL20JFJA,0.000035
ELG2MKRA,-0.000231
EM4EILRA,-0.000019
EM5F2QRA,0.002520
EMDENVBA,0.000197
EMLXLIZA,0.002979
EMN0JFBA,0.001396
EMNWUWJA,0.000286
EMYENVBA,-0.000619
EN3ENWZA,-0.000399
ENGUNWZA,-0.000734
ENOGUWRA,-0.000630
ENWTERJA,0.002311
ENYHLIJA,-0.000141
EO0JMSBA,0.000000
EO0UILJA,-0.000893
EO2YNGBA,0.000852
EOEYF2BA,0.001359
EOGWUWJA,-0.003590
EP1YNEZA,0.002144
EPRUDQRA,-0.000037
EPRWUWRA,0.000501
EPSEILRA,0.000053
EQ3YC1BA,-0.000134
EQGSOHBA,-0.000377
EQYEISZA,0.001470
EQZUILJA,-0.000007
ER0EILRA,-0.000090
ERE1CDJA,0.001398
ERJ0JFBA,-0.000510
ERNH1DJA,-0.000260
ERR0JFRA,0.000687
ERSEILZA,0.000363
ERSXOEZA,-0.010373
ERWENVRA,0.001542
ES3ENVRA,-0.000431
ES5CYGRA,0.000554
ESAEISJA,0.001012
ESL2MKBA,0.000068
ESXCSSBA,-0.003504
ET0UNVBA,-0.002330
ET3506  ,0.000000
ET3807  ,0.000000
ETD2001 ,0.000000
ETD2076 ,0.000000
ETD2077 ,0.000000
ETD8195 ,0.000000
ETD9632 ,0.000000
ETD9833 ,0.000000
ETH2506 ,0.000000
ETH2507 ,0.000000
ETH3501 ,0.000000
ETH3503 ,0.000000
ETH3504 ,0.000000
ETH3505 ,0.000000
ETH3506 ,0.000000
ETH3507 ,0.000000
ETH3508 ,0.000000
ETH3509 ,0.000000
ETH3528 ,0.000000
ETH3529 ,0.000000
ETH3607 ,0.000000
ETH3650 ,0.000000
ETH3651 ,0.000000
ETH3739 ,0.000000
ETH3806 ,0.000000
ETH3807 ,0.000000
ETH3906 ,0.000000
ETH3907 ,0.000000
ETH3913 ,0.000000
ETH3915 ,0.000000
ETH3939 ,0.000000
ETH506  ,0.000000
ETH507  ,0.000000
ETH507Z ,0.000000
ETH8301 ,0.000000
ETH8302 ,0.000000
ETH8399 ,0.000000
ETH8801 ,0.000000
ETH8810 ,0.000000
ETMUILZA,-0.000031
ETZGUWJA,0.000175
EU0001  ,0.000132
EU0004  ,-0.000008
EU0009  ,-0.000178
EU0010  ,-0.000583
EU0011  ,0.000850
EU0012  ,-0.001582
EU0013  ,0.002625
EU0015  ,-0.000832
EU0016  ,-0.000202
EU0019  ,-0.000393
EU0020  ,0.000687
EU0040  ,-0.001110
EU0041  ,-0.003574
EU0043  ,-0.005354
EU0047  ,-0.005969
EU0083  ,-0.000203
EU0090  ,0.000152
EU0091  ,-0.001570
EU0102  ,-0.000500
EU0104  ,-0.002916
EU0122  ,-0.000637
EU0129  ,-0.000318
EU0131  ,-0.000491
EU0132  ,-0.000644
EU0133  ,0.000115
EU0135  ,0.000255
EU0136  ,0.000174
EU0137  ,0.000354
EU0139  ,-0.000509
EU0141  ,-0.000974
EU0144  ,-0.000199
EU0145  ,-0.000414
EU0146  ,0.000229
EU0147  ,0.000410
EU0149  ,-0.000370
EU0150  ,0.000433
EU0151  ,0.000672
EU0157  ,-0.000901
EU0159  ,0.000170
EU0160  ,-0.000117
EU0162  ,-0.000927
EU0163  ,-0.000285
EU0165  ,0.000299
EU0166  ,0.000505
EU0167  ,-0.001314
EU0168  ,0.000960
EU0169  ,0.000261
EU0172  ,0.001697
EU0174  ,-0.000985
EU0178  ,-0.000350
EU0180  ,0.000766
EU0183  ,-0.000937
EU0184  ,0.000023
EU0185  ,0.001716
EU0186  ,-0.000691
EU0187  ,0.000198
EU0188  ,0.000038
EU0189  ,0.000371
EU0190  ,-0.000058
EU0191  ,0.000039
EU0192  ,-0.000278
EU0193  ,-0.001413
EU0194  ,0.000235
EU0195  ,-0.000172
EU0196  ,-0.000284
EU0198  ,0.000192
EU0199  ,-0.000067
EU0205  ,-0.002104
EU0207  ,0.000282
EU0208  ,-0.000959
EU0210  ,-0.000675
EU0216  ,-0.001773
EU0223  ,0.000000
EU0225  ,0.000000
EU0227  ,0.000000
EU0228  ,-0.000023
EU0229  ,-0.000094
EU0230  ,-0.000060
EU0231  ,-0.004051
EU0232  ,-0.002027
EU0235  ,0.000258
EU0236  ,0.000031
EU0238  ,-0.000136
EU0239  ,-0.000258
EU0246  ,-0.000320
EU0248  ,-0.000940
EU0253  ,0.000000
EU0260  ,-0.000245
EU0261  ,0.000320
EU0262  ,0.000291
EU0266  ,0.000368
EU0268  ,-0.000157
EU0269  ,-0.001352
EU0270  ,-0.000058
EU0271  ,-0.001229
EU0272  ,0.000472
EU0273  ,-0.000466
EU0275  ,0.000175
EU0277  ,0.000384
EU0278  ,0.001261
EU0280  ,-0.000005
EU0282  ,-0.000002
EU0284  ,0.000242
EU0286  ,-0.000008
EU0287  ,0.000187
EU0288  ,-0.000644
EU0295  ,-0.000211
EU0298  ,-0.000269
EU0301  ,-0.001758
EU0302  ,-0.000223
EU0304  ,-0.000186
EU0316  ,-0.000856
EU0317  ,0.000096
EU0318  ,-0.000831
EU0319  ,-0.001605
EU0322  ,0.001214
EU0323  ,-0.001615
EU0326  ,0.000712
EU0327  ,-0.000493
EU0328  ,-0.004341
EU0329  ,0.000186
EU0331  ,-0.001790
EU0333  ,0.001224
EU0334  ,0.000266
EU0340  ,-0.006131
EU0344  ,0.000256
EU0346  ,-0.000045
EU0348  ,0.000188
EU0349  ,0.000293
EU0352  ,0.000378
EU0353  ,0.000315
EU0355  ,0.000268
EU0358  ,0.000064
EU0359  ,0.004926
EU0360  ,-0.000006
EU0361  ,-0.000432
EU0362  ,-0.001896
EU0364  ,0.000278
EU0365  ,0.001245
EU0370  ,0.000029
EU0383  ,0.000487
EU0384  ,-0.000269
EU0386  ,-0.001019
EU0387  ,-0.000036
EU0388  ,-0.000275
EU0389  ,0.001091
EU0391  ,0.001627
EU0395  ,-0.001463
EU0396  ,-0.000005
EU0397  ,0.000496
EU0398  ,-0.002535
EU0399  ,0.000306
EU0400  ,-0.000702
EU0401  ,0.000327
EU0403  ,-0.002609
EU0404  ,-0.000276
EU0406  ,0.000051
EU0407  ,0.000505
EU0408  ,0.000111
EU0409  ,0.000307
EU0410  ,-0.000325
EU0412  ,0.000793
EU0414  ,0.000460
EU0415  ,0.000926
EU0416  ,0.000376
EU0417  ,-0.001016
EU0418  ,-0.005233
EU0420  ,0.000382
EU0422  ,0.000283
EU0423  ,0.000651
EU0424  ,0.000098
EU0425  ,-0.000075
EU0426  ,-0.005687
EU0427  ,-0.001752
EU0428  ,-0.007364
EU0429  ,-0.000119
EU0430  ,0.000461
EU0433  ,-0.000311
EU0434  ,-0.000603
EU0436  ,-0.003494
EU0437  ,-0.004485
EU0438  ,-0.004521
EU0439  ,-0.004235
EU0440  ,-0.003478
EU0441  ,0.000082
EU0443  ,-0.000543
EU0444  ,0.000523
EU0446  ,-0.000182
EU0447  ,-0.000269
EU0448  ,0.000666
EU0449  ,0.000150
EU0450  ,-0.000681
EU0453  ,-0.000149
EU0454  ,-0.000051
EU0459  ,0.000133
EU0460  ,-0.000736
EU0461  ,-0.000204
EU0462  ,-0.000343
EU0463  ,-0.000189
EU0464  ,-0.000178
EU0465  ,0.000420
EU0467  ,0.000000
EU0468  ,-0.000027
EU0469  ,0.000000
EU0470  ,0.001771
EU0471  ,-0.000592
EU0473  ,-0.003768
EU0474  ,-0.004348
EU0485  ,-0.000117
EU0486  ,-0.000197
EU0487  ,-0.001054
EU0488  ,0.002012
EU0489  ,-0.000077
EU0510  ,-0.000876
EU0514  ,0.000065
EU0515  ,-0.000011
EU0516  ,0.000251
EU0517  ,-0.000232
EU0518  ,0.000219
EU0519  ,0.000111
EU0521  ,-0.001197
EU0523  ,-0.000885
EU0525  ,-0.000569
EU0526  ,-0.000384
EU0527  ,-0.000319
EU0528  ,0.000691
EU0529  ,0.000236
EU0530  ,0.000230
EU0531  ,-0.004261
EU0532  ,-0.004856
EU0533  ,-0.003248
EU0534  ,-0.003813
EU0535  ,-0.000059
EU0537  ,-0.004128
EU0538  ,-0.002988
EU0539  ,-0.002515
EU0540  ,0.000384
EU0541  ,-0.003639
EU0543  ,-0.004221
EU0544  ,-0.002752
EU0545  ,-0.004258
EU0546  ,0.000378
EU0547  ,-0.004331
EU0548  ,-0.004579
EU0549  ,-0.004460
EU0551  ,0.000000
EU0554  ,0.000138
EU0555  ,-0.005577
EU0556  ,-0.002937
EU0557  ,-0.003090
EU0559  ,-0.003993
EU0564  ,-0.000176
EU0565  ,0.000210
EU0566  ,0.000000
EU0567  ,0.000000
EU0569  ,-0.000782
EU0570  ,-0.001846
EU0571  ,-0.000208
EU0572  ,0.001151
EU0573  ,-0.002106
EU0575  ,0.000024
EU0577  ,-0.004053
EU0578  ,-0.000358
EU0580  ,0.000690
EU0581  ,0.000240
